date,sezon,lig,home,away,hg,ag,sonuc,hukmen,supheli_tekrar,match_id,url
2013-03-03,2012-2013,Süper Lig,Serdarlı GB,Çetinkaya TSK,1,3,A,0,0,3647,https://ktff.org/maclar/3647
2013-03-03,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Lefke TSK,2,1,H,0,0,3648,https://ktff.org/maclar/3648
2013-03-03,2012-2013,Süper Lig,Hamitköy ŞHSK,Mağusa Türk Gücü,2,1,H,0,0,3649,https://ktff.org/maclar/3649
2013-03-03,2012-2013,1. Lig,Düzkaya KOSK,Yalova SK,2,2,D,0,0,3690,https://ktff.org/maclar/3690
2013-03-03,2012-2013,1. Lig,Gönyeli SK,Binatlı YSK,5,0,H,0,0,3691,https://ktff.org/maclar/3691
2013-03-06,2012-2013,Süper Lig,Mağusa Türk Gücü,Serdarlı GB,3,1,H,0,1,3456,https://ktff.org/maclar/3456
2013-03-08,2012-2013,Süper Lig,Çetinkaya TSK,Hamitköy ŞHSK,3,0,H,0,0,3657,https://ktff.org/maclar/3657
2013-03-09,2012-2013,Süper Lig,Lefke TSK,Bostancı Bağcıl SK,2,1,H,0,0,3658,https://ktff.org/maclar/3658
2013-03-09,2012-2013,Süper Lig,Göçmenköy İYSK,Küçük Kaymaklı TSK,2,5,A,0,0,3659,https://ktff.org/maclar/3659
2013-03-09,2012-2013,Süper Lig,Mağusa Türk Gücü,Doğan Türk Birliği,4,2,H,0,0,3660,https://ktff.org/maclar/3660
2013-03-09,2012-2013,Süper Lig,Lapta Türk Birliği SK,Türk Ocağı Limasol SK,2,0,H,0,0,3661,https://ktff.org/maclar/3661
2013-03-09,2012-2013,1. Lig,Binatlı YSK,Düzkaya KOSK,1,2,A,0,0,3699,https://ktff.org/maclar/3699
2013-03-09,2012-2013,1. Lig,Mormenekşe GBSK,Gönyeli SK,3,1,H,0,0,3700,https://ktff.org/maclar/3700
2013-03-09,2012-2013,1. Lig,Türkmenköy ASK,Ozanköy SK,3,0,H,0,0,3701,https://ktff.org/maclar/3701
2013-03-09,2012-2013,1. Lig,Yeniboğaziçi DSK,Vadili TÇBSK,4,2,H,0,0,3702,https://ktff.org/maclar/3702
2013-03-10,2012-2013,Süper Lig,Yenicami AK,Cihangir GSK,0,1,A,0,0,3662,https://ktff.org/maclar/3662
2013-03-10,2012-2013,Süper Lig,Gençlik Gücü TSK,Serdarlı GB,5,0,H,0,0,3663,https://ktff.org/maclar/3663
2013-03-10,2012-2013,1. Lig,Yalova SK,Esentepe KSKK,3,1,H,0,0,3703,https://ktff.org/maclar/3703
2013-03-10,2012-2013,1. Lig,L. Gençler Birliği SK,Dumlupınar TSK,2,1,H,0,0,3704,https://ktff.org/maclar/3704
2013-03-10,2012-2013,1. Lig,Bellapais Tatlısu HOSK,Görneç KSK,4,4,D,0,0,3705,https://ktff.org/maclar/3705
2013-03-13,2012-2013,Süper Lig,Yenicami AK,Doğan Türk Birliği,2,2,D,0,1,2964,https://ktff.org/maclar/2964
2013-03-13,2012-2013,1. Lig,Türkmenköy ASK,Gönyeli SK,0,2,A,0,1,3021,https://ktff.org/maclar/3021
2013-03-13,2012-2013,Süper Lig,Gençlik Gücü TSK,Çetinkaya TSK,1,4,A,0,1,3128,https://ktff.org/maclar/3128
2013-03-13,2012-2013,1. Lig,Yeniboğaziçi DSK,Düzkaya KOSK,1,7,A,0,1,3170,https://ktff.org/maclar/3170
2013-03-13,2012-2013,1. Lig,Ozanköy SK,Görneç KSK,8,1,H,0,1,3171,https://ktff.org/maclar/3171
2013-03-13,2012-2013,1. Lig,Bellapais Tatlısu HOSK,Mormenekşe GBSK,4,1,H,0,1,3172,https://ktff.org/maclar/3172
2013-03-16,2012-2013,Süper Lig,Hamitköy ŞHSK,Gençlik Gücü TSK,1,2,A,0,0,3671,https://ktff.org/maclar/3671
2013-03-16,2012-2013,Süper Lig,Serdarlı GB,Yenicami AK,1,4,A,0,0,3672,https://ktff.org/maclar/3672
2013-03-16,2012-2013,Süper Lig,Göçmenköy İYSK,Mağusa Türk Gücü,1,1,D,0,0,3673,https://ktff.org/maclar/3673
2013-03-16,2012-2013,1. Lig,Düzkaya KOSK,Mormenekşe GBSK,1,0,H,0,0,3713,https://ktff.org/maclar/3713
2013-03-16,2012-2013,1. Lig,Esentepe KSKK,Vadili TÇBSK,5,1,H,0,0,3714,https://ktff.org/maclar/3714
2013-03-16,2012-2013,1. Lig,Görneç KSK,L. Gençler Birliği SK,2,3,A,0,0,3715,https://ktff.org/maclar/3715
2013-03-16,2012-2013,1. Lig,Yalova SK,Binatlı YSK,0,1,A,0,0,3716,https://ktff.org/maclar/3716
2013-03-16,2012-2013,1. Lig,Gönyeli SK,Bellapais Tatlısu HOSK,0,1,A,0,0,3717,https://ktff.org/maclar/3717
2013-03-17,2012-2013,Süper Lig,Bostancı Bağcıl SK,Lapta Türk Birliği SK,0,1,A,0,0,3674,https://ktff.org/maclar/3674
2013-03-17,2012-2013,Süper Lig,Cihangir GSK,Lefke TSK,0,0,D,0,0,3675,https://ktff.org/maclar/3675
2013-03-17,2012-2013,Süper Lig,Küçük Kaymaklı TSK,Türk Ocağı Limasol SK,3,1,H,0,0,3676,https://ktff.org/maclar/3676
2013-03-17,2012-2013,Süper Lig,Doğan Türk Birliği,Çetinkaya TSK,0,0,D,0,0,3677,https://ktff.org/maclar/3677
2013-03-17,2012-2013,1. Lig,Ozanköy SK,Yeniboğaziçi DSK,1,2,A,0,0,3718,https://ktff.org/maclar/3718
2013-03-17,2012-2013,1. Lig,Dumlupınar TSK,Türkmenköy ASK,3,2,H,0,0,3719,https://ktff.org/maclar/3719
2013-03-20,2012-2013,1. Lig,Ozanköy SK,Düzkaya KOSK,1,1,D,0,1,3199,https://ktff.org/maclar/3199
2013-03-21,2012-2013,Süper Lig,Lapta Türk Birliği SK,Doğan Türk Birliği,0,6,A,0,1,3133,https://ktff.org/maclar/3133
2013-03-23,2012-2013,Süper Lig,Çetinkaya TSK,Göçmenköy İYSK,7,1,H,0,0,3771,https://ktff.org/maclar/3771
2013-03-23,2012-2013,Süper Lig,Lapta Türk Birliği SK,Cihangir GSK,1,1,D,0,0,3772,https://ktff.org/maclar/3772
2013-03-23,2012-2013,Süper Lig,Lefke TSK,Serdarlı GB,4,0,H,0,0,3773,https://ktff.org/maclar/3773
2013-03-23,2012-2013,Süper Lig,Yenicami AK,Hamitköy ŞHSK,2,0,H,0,0,3774,https://ktff.org/maclar/3774
2013-03-23,2012-2013,1. Lig,Bellapais Tatlısu HOSK,Düzkaya KOSK,3,0,H,1,0,3799,https://ktff.org/maclar/3799
2013-03-23,2012-2013,1. Lig,Vadili TÇBSK,Ozanköy SK,2,3,A,0,0,3801,https://ktff.org/maclar/3801
2013-03-23,2012-2013,1. Lig,Yeniboğaziçi DSK,Dumlupınar TSK,1,2,A,0,0,3802,https://ktff.org/maclar/3802
2013-03-24,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Bostancı Bağcıl SK,1,4,A,0,0,3775,https://ktff.org/maclar/3775
2013-03-24,2012-2013,Süper Lig,Mağusa Türk Gücü,Küçük Kaymaklı TSK,3,4,A,0,0,3776,https://ktff.org/maclar/3776
2013-03-24,2012-2013,Süper Lig,Gençlik Gücü TSK,Doğan Türk Birliği,1,3,A,0,0,3777,https://ktff.org/maclar/3777
2013-03-24,2012-2013,1. Lig,L. Gençler Birliği SK,Gönyeli SK,2,0,H,0,0,3800,https://ktff.org/maclar/3800
2013-03-24,2012-2013,1. Lig,Binatlı YSK,Esentepe KSKK,2,1,H,0,0,3803,https://ktff.org/maclar/3803
2013-03-24,2012-2013,1. Lig,Türkmenköy ASK,Görneç KSK,1,0,H,0,0,3804,https://ktff.org/maclar/3804
2013-03-24,2012-2013,1. Lig,Mormenekşe GBSK,Yalova SK,3,0,H,0,0,3805,https://ktff.org/maclar/3805
2013-03-27,2012-2013,Süper Lig,Lefke TSK,Çetinkaya TSK,4,0,H,0,1,3156,https://ktff.org/maclar/3156
2013-03-27,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Göçmenköy İYSK,3,0,H,1,1,3157,https://ktff.org/maclar/3157
2013-03-27,2012-2013,Süper Lig,Cihangir GSK,Hamitköy ŞHSK,4,1,H,0,1,3158,https://ktff.org/maclar/3158
2013-03-27,2012-2013,Süper Lig,Küçük Kaymaklı TSK,Serdarlı GB,14,0,H,0,1,3159,https://ktff.org/maclar/3159
2013-03-27,2012-2013,Süper Lig,Lapta Türk Birliği SK,Mağusa Türk Gücü,0,4,A,0,1,3161,https://ktff.org/maclar/3161
2013-03-27,2012-2013,Süper Lig,Bostancı Bağcıl SK,Doğan Türk Birliği,1,5,A,0,1,3162,https://ktff.org/maclar/3162
2013-03-27,2012-2013,1. Lig,Yeniboğaziçi DSK,Binatlı YSK,1,3,A,0,1,3198,https://ktff.org/maclar/3198
2013-03-27,2012-2013,1. Lig,L. Gençler Birliği SK,Bellapais Tatlısu HOSK,4,2,H,0,1,3202,https://ktff.org/maclar/3202
2013-03-27,2012-2013,1. Lig,Türkmenköy ASK,Mormenekşe GBSK,1,4,A,0,1,3203,https://ktff.org/maclar/3203
2013-03-27,2012-2013,1. Lig,Vadili TÇBSK,Yalova SK,0,3,A,0,1,3204,https://ktff.org/maclar/3204
2013-03-28,2012-2013,1. Lig,Esentepe KSKK,Görneç KSK,2,0,H,0,1,3201,https://ktff.org/maclar/3201
2013-03-30,2012-2013,Süper Lig,Mağusa Türk Gücü,Çetinkaya TSK,0,1,A,0,0,3785,https://ktff.org/maclar/3785
2013-03-30,2012-2013,Süper Lig,Doğan Türk Birliği,Yenicami AK,0,4,A,0,0,3786,https://ktff.org/maclar/3786
2013-03-30,2012-2013,Süper Lig,Serdarlı GB,Lapta Türk Birliği SK,0,0,D,0,0,3787,https://ktff.org/maclar/3787
2013-03-30,2012-2013,Süper Lig,Hamitköy ŞHSK,Lefke TSK,0,0,D,0,0,3788,https://ktff.org/maclar/3788
2013-03-30,2012-2013,1. Lig,Görneç KSK,Yeniboğaziçi DSK,2,2,D,0,0,3813,https://ktff.org/maclar/3813
2013-03-30,2012-2013,1. Lig,Gönyeli SK,Türkmenköy ASK,2,0,H,0,0,3814,https://ktff.org/maclar/3814
2013-03-30,2012-2013,1. Lig,Yalova SK,Bellapais Tatlısu HOSK,4,0,H,0,0,3815,https://ktff.org/maclar/3815
2013-03-31,2012-2013,Süper Lig,Cihangir GSK,Türk Ocağı Limasol SK,3,0,H,0,0,3789,https://ktff.org/maclar/3789
2013-03-31,2012-2013,Süper Lig,Küçük Kaymaklı TSK,Bostancı Bağcıl SK,1,2,A,0,0,3790,https://ktff.org/maclar/3790
2013-03-31,2012-2013,Süper Lig,Göçmenköy İYSK,Gençlik Gücü TSK,0,2,A,0,0,3791,https://ktff.org/maclar/3791
2013-03-31,2012-2013,1. Lig,Dumlupınar TSK,Vadili TÇBSK,2,0,H,0,0,3816,https://ktff.org/maclar/3816
2013-03-31,2012-2013,1. Lig,Binatlı YSK,Mormenekşe GBSK,2,1,H,0,0,3817,https://ktff.org/maclar/3817
2013-03-31,2012-2013,1. Lig,Esentepe KSKK,Ozanköy SK,2,0,H,0,0,3818,https://ktff.org/maclar/3818
2013-03-31,2012-2013,1. Lig,Düzkaya KOSK,L. Gençler Birliği SK,2,0,H,0,0,3819,https://ktff.org/maclar/3819
2013-04-05,2012-2013,Süper Lig,Çetinkaya TSK,Küçük Kaymaklı TSK,1,0,H,0,0,3977,https://ktff.org/maclar/3977
2013-04-06,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Serdarlı GB,1,4,A,0,0,3978,https://ktff.org/maclar/3978
2013-04-06,2012-2013,Süper Lig,Gençlik Gücü TSK,Mağusa Türk Gücü,3,0,H,0,0,3979,https://ktff.org/maclar/3979
2013-04-06,2012-2013,Süper Lig,Lefke TSK,Doğan Türk Birliği,6,4,H,0,0,3980,https://ktff.org/maclar/3980
2013-04-06,2012-2013,Süper Lig,Yenicami AK,Göçmenköy İYSK,3,0,H,0,0,3981,https://ktff.org/maclar/3981
2013-04-06,2012-2013,Süper Lig,Bostancı Bağcıl SK,Cihangir GSK,0,3,A,0,0,3982,https://ktff.org/maclar/3982
2013-04-06,2012-2013,Süper Lig,Lapta Türk Birliği SK,Hamitköy ŞHSK,0,0,D,0,0,3983,https://ktff.org/maclar/3983
2013-04-07,2012-2013,1. Lig,L. Gençler Birliği SK,Yalova SK,3,2,H,0,0,4005,https://ktff.org/maclar/4005
2013-04-07,2012-2013,1. Lig,Bellapais Tatlısu HOSK,Binatlı YSK,1,2,A,0,0,4006,https://ktff.org/maclar/4006
2013-04-07,2012-2013,1. Lig,Mormenekşe GBSK,Esentepe KSKK,1,0,H,0,0,4007,https://ktff.org/maclar/4007
2013-04-07,2012-2013,1. Lig,Yeniboğaziçi DSK,Gönyeli SK,3,2,H,0,0,4008,https://ktff.org/maclar/4008
2013-04-07,2012-2013,1. Lig,Vadili TÇBSK,Görneç KSK,4,6,A,0,0,4009,https://ktff.org/maclar/4009
2013-04-07,2012-2013,1. Lig,Ozanköy SK,Dumlupınar TSK,2,4,A,0,0,4010,https://ktff.org/maclar/4010
2013-04-07,2012-2013,1. Lig,Türkmenköy ASK,Düzkaya KOSK,2,1,H,0,0,4011,https://ktff.org/maclar/4011
2013-04-13,2012-2013,Süper Lig,Çetinkaya TSK,Gençlik Gücü TSK,3,1,H,0,0,3991,https://ktff.org/maclar/3991
2013-04-13,2012-2013,Süper Lig,Serdarlı GB,Bostancı Bağcıl SK,1,2,A,0,0,3992,https://ktff.org/maclar/3992
2013-04-13,2012-2013,Süper Lig,Hamitköy ŞHSK,Türk Ocağı Limasol SK,6,1,H,0,0,3993,https://ktff.org/maclar/3993
2013-04-13,2012-2013,Süper Lig,Mağusa Türk Gücü,Yenicami AK,1,1,D,0,0,3994,https://ktff.org/maclar/3994
2013-04-13,2012-2013,Süper Lig,Göçmenköy İYSK,Lefke TSK,1,3,A,0,0,3995,https://ktff.org/maclar/3995
2013-04-13,2012-2013,Süper Lig,Küçük Kaymaklı TSK,Cihangir GSK,3,2,H,0,0,3996,https://ktff.org/maclar/3996
2013-04-13,2012-2013,Süper Lig,Doğan Türk Birliği,Lapta Türk Birliği SK,2,1,H,0,0,3997,https://ktff.org/maclar/3997
2013-04-14,2012-2013,1. Lig,Mormenekşe GBSK,Bellapais Tatlısu HOSK,5,1,H,0,0,4019,https://ktff.org/maclar/4019
2013-04-14,2012-2013,1. Lig,Görneç KSK,Ozanköy SK,5,3,H,0,0,4020,https://ktff.org/maclar/4020
2013-04-14,2012-2013,1. Lig,Düzkaya KOSK,Yeniboğaziçi DSK,1,0,H,0,0,4021,https://ktff.org/maclar/4021
2013-04-14,2012-2013,1. Lig,Esentepe KSKK,Dumlupınar TSK,2,0,H,0,0,4022,https://ktff.org/maclar/4022
2013-04-14,2012-2013,1. Lig,Gönyeli SK,Vadili TÇBSK,8,1,H,0,0,4023,https://ktff.org/maclar/4023
2013-04-14,2012-2013,1. Lig,Binatlı YSK,L. Gençler Birliği SK,3,3,D,0,0,4024,https://ktff.org/maclar/4024
2013-04-14,2012-2013,1. Lig,Yalova SK,Türkmenköy ASK,4,0,H,0,0,4025,https://ktff.org/maclar/4025
2013-04-19,2012-2013,Süper Lig,Yenicami AK,Çetinkaya TSK,0,5,A,0,0,4123,https://ktff.org/maclar/4123
2013-04-20,2012-2013,Süper Lig,Lefke TSK,Mağusa Türk Gücü,1,3,A,0,0,4124,https://ktff.org/maclar/4124
2013-04-20,2012-2013,Süper Lig,Gençlik Gücü TSK,Küçük Kaymaklı TSK,2,0,H,0,0,4125,https://ktff.org/maclar/4125
2013-04-20,2012-2013,Süper Lig,Cihangir GSK,Serdarlı GB,3,0,H,0,0,4126,https://ktff.org/maclar/4126
2013-04-20,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Doğan Türk Birliği,1,5,A,0,0,4127,https://ktff.org/maclar/4127
2013-04-20,2012-2013,Süper Lig,Bostancı Bağcıl SK,Hamitköy ŞHSK,0,2,A,0,0,4128,https://ktff.org/maclar/4128
2013-04-20,2012-2013,Süper Lig,Lapta Türk Birliği SK,Göçmenköy İYSK,2,4,A,0,0,4129,https://ktff.org/maclar/4129
2013-04-20,2012-2013,Süper Lig,Yenicami AK,Çetinkaya TSK,6,1,H,0,1,4130,https://ktff.org/maclar/4130
2013-04-20,2012-2013,1. Lig,Vadili TÇBSK,Düzkaya KOSK,0,3,A,0,0,4158,https://ktff.org/maclar/4158
2013-04-21,2012-2013,1. Lig,Vadili TÇBSK,Düzkaya KOSK,2,3,A,0,1,4151,https://ktff.org/maclar/4151
2013-04-21,2012-2013,1. Lig,Bellapais Tatlısu HOSK,Esentepe KSKK,4,2,H,0,0,4152,https://ktff.org/maclar/4152
2013-04-21,2012-2013,1. Lig,Ozanköy SK,Gönyeli SK,1,0,H,0,0,4153,https://ktff.org/maclar/4153
2013-04-21,2012-2013,1. Lig,Yeniboğaziçi DSK,Yalova SK,0,0,D,0,0,4155,https://ktff.org/maclar/4155
2013-04-21,2012-2013,1. Lig,L. Gençler Birliği SK,Mormenekşe GBSK,1,1,D,0,0,4156,https://ktff.org/maclar/4156
2013-04-21,2012-2013,1. Lig,Dumlupınar TSK,Görneç KSK,2,0,H,0,0,4157,https://ktff.org/maclar/4157
2013-04-21,2012-2013,1. Lig,Türkmenköy ASK,Binatlı YSK,2,2,D,0,0,4161,https://ktff.org/maclar/4161
2013-04-24,2012-2013,1. Lig,Türkmenköy ASK,Binatlı YSK,1,1,D,0,1,4154,https://ktff.org/maclar/4154
2013-04-26,2012-2013,Süper Lig,Çetinkaya TSK,Lefke TSK,3,1,H,0,0,4137,https://ktff.org/maclar/4137
2013-04-27,2012-2013,Süper Lig,Hamitköy ŞHSK,Cihangir GSK,1,5,A,0,0,4138,https://ktff.org/maclar/4138
2013-04-27,2012-2013,Süper Lig,Serdarlı GB,Küçük Kaymaklı TSK,0,1,A,0,0,4139,https://ktff.org/maclar/4139
2013-04-27,2012-2013,Süper Lig,Göçmenköy İYSK,Türk Ocağı Limasol SK,4,0,H,0,0,4140,https://ktff.org/maclar/4140
2013-04-27,2012-2013,Süper Lig,Doğan Türk Birliği,Bostancı Bağcıl SK,9,2,H,0,0,4141,https://ktff.org/maclar/4141
2013-04-27,2012-2013,Süper Lig,Mağusa Türk Gücü,Lapta Türk Birliği SK,3,1,H,0,0,4142,https://ktff.org/maclar/4142
2013-04-27,2012-2013,Süper Lig,Gençlik Gücü TSK,Yenicami AK,1,2,A,0,0,4143,https://ktff.org/maclar/4143
2013-04-28,2012-2013,1. Lig,Gönyeli SK,Dumlupınar TSK,1,1,D,0,0,4165,https://ktff.org/maclar/4165
2013-04-28,2012-2013,1. Lig,Düzkaya KOSK,Ozanköy SK,1,3,A,0,0,4166,https://ktff.org/maclar/4166
2013-04-28,2012-2013,1. Lig,Görneç KSK,Esentepe KSKK,2,2,D,0,0,4167,https://ktff.org/maclar/4167
2013-04-28,2012-2013,1. Lig,Binatlı YSK,Yeniboğaziçi DSK,1,1,D,0,0,4168,https://ktff.org/maclar/4168
2013-04-28,2012-2013,1. Lig,Bellapais Tatlısu HOSK,L. Gençler Birliği SK,3,3,D,0,0,4169,https://ktff.org/maclar/4169
2013-04-28,2012-2013,1. Lig,Yalova SK,Vadili TÇBSK,4,0,H,0,0,4170,https://ktff.org/maclar/4170
2013-04-28,2012-2013,1. Lig,Mormenekşe GBSK,Türkmenköy ASK,3,0,H,0,0,4171,https://ktff.org/maclar/4171
2013-09-28,2013-2014,Süper Lig,Küçük Kaymaklı TSK,Cihangir GSK,2,1,H,0,0,4374,https://ktff.org/maclar/4374
2013-09-28,2013-2014,Süper Lig,Yalova SK,Serdarlı GB,0,0,D,0,0,4375,https://ktff.org/maclar/4375
2013-09-28,2013-2014,Süper Lig,Mormenekşe GBSK,Hamitköy ŞHSK,3,2,H,0,0,4376,https://ktff.org/maclar/4376
2013-09-28,2013-2014,Süper Lig,Doğan Türk Birliği,Mağusa Türk Gücü,4,3,H,0,0,4377,https://ktff.org/maclar/4377
2013-09-28,2013-2014,1. Lig,Esentepe KSKK,Binatlı YSK,0,0,D,0,0,4403,https://ktff.org/maclar/4403
2013-09-28,2013-2014,1. Lig,Baf Ülkü Yurdu,Değirmenlik SK,0,0,D,0,0,4405,https://ktff.org/maclar/4405
2013-09-28,2013-2014,1. Lig,Göçmenköy İYSK,Akıncılar GSK,1,1,D,0,0,4409,https://ktff.org/maclar/4409
2013-09-29,2013-2014,Süper Lig,Lefke TSK,Yenicami AK,1,4,A,0,0,4378,https://ktff.org/maclar/4378
2013-09-29,2013-2014,Süper Lig,Bostancı Bağcıl SK,Yeniboğaziçi DSK,2,1,H,0,0,4379,https://ktff.org/maclar/4379
2013-09-29,2013-2014,Süper Lig,Çetinkaya TSK,Gençlik Gücü TSK,2,1,H,0,0,4380,https://ktff.org/maclar/4380
2013-09-29,2013-2014,1. Lig,Gönyeli SK,Lapta Türk Birliği SK,5,2,H,0,0,4404,https://ktff.org/maclar/4404
2013-09-29,2013-2014,1. Lig,Düzkaya KOSK,Türkmenköy ASK,2,1,H,0,0,4406,https://ktff.org/maclar/4406
2013-09-29,2013-2014,1. Lig,Ozanköy SK,Türk Ocağı Limasol SK,0,2,A,0,0,4407,https://ktff.org/maclar/4407
2013-09-29,2013-2014,1. Lig,Dumlupınar TSK,L. Gençler Birliği SK,0,1,A,0,0,4408,https://ktff.org/maclar/4408
2013-10-05,2013-2014,Süper Lig,Hamitköy ŞHSK,Mağusa Türk Gücü,0,0,D,0,0,4389,https://ktff.org/maclar/4389
2013-10-05,2013-2014,Süper Lig,Gençlik Gücü TSK,Mormenekşe GBSK,2,1,H,0,0,4390,https://ktff.org/maclar/4390
2013-10-05,2013-2014,Süper Lig,Cihangir GSK,Lefke TSK,1,1,D,0,0,4391,https://ktff.org/maclar/4391
2013-10-05,2013-2014,Süper Lig,Küçük Kaymaklı TSK,Doğan Türk Birliği,5,2,H,0,0,4392,https://ktff.org/maclar/4392
2013-10-05,2013-2014,1. Lig,Akıncılar GSK,Değirmenlik SK,0,1,A,0,0,4417,https://ktff.org/maclar/4417
2013-10-05,2013-2014,1. Lig,Türk Ocağı Limasol SK,Gönyeli SK,0,1,A,0,0,4419,https://ktff.org/maclar/4419
2013-10-05,2013-2014,1. Lig,Türkmenköy ASK,Ozanköy SK,0,3,A,0,0,4420,https://ktff.org/maclar/4420
2013-10-05,2013-2014,1. Lig,Binatlı YSK,Düzkaya KOSK,3,1,H,0,0,4421,https://ktff.org/maclar/4421
2013-10-06,2013-2014,Süper Lig,Serdarlı GB,Çetinkaya TSK,0,0,D,0,0,4393,https://ktff.org/maclar/4393
2013-10-06,2013-2014,Süper Lig,Yeniboğaziçi DSK,Yalova SK,1,1,D,0,0,4394,https://ktff.org/maclar/4394
2013-10-06,2013-2014,Süper Lig,Yenicami AK,Bostancı Bağcıl SK,1,1,D,0,0,4395,https://ktff.org/maclar/4395
2013-10-06,2013-2014,1. Lig,Lapta Türk Birliği SK,Dumlupınar TSK,1,1,D,0,0,4418,https://ktff.org/maclar/4418
2013-10-06,2013-2014,1. Lig,L. Gençler Birliği SK,Göçmenköy İYSK,4,3,H,0,0,4422,https://ktff.org/maclar/4422
2013-10-06,2013-2014,1. Lig,Esentepe KSKK,Baf Ülkü Yurdu,0,0,D,0,0,4423,https://ktff.org/maclar/4423
2013-10-12,2013-2014,Süper Lig,Bostancı Bağcıl SK,Cihangir GSK,2,2,D,0,0,4431,https://ktff.org/maclar/4431
2013-10-12,2013-2014,Süper Lig,Çetinkaya TSK,Yeniboğaziçi DSK,3,2,H,0,0,4432,https://ktff.org/maclar/4432
2013-10-12,2013-2014,Süper Lig,Lefke TSK,Küçük Kaymaklı TSK,1,0,H,0,0,4434,https://ktff.org/maclar/4434
2013-10-12,2013-2014,1. Lig,Düzkaya KOSK,Esentepe KSKK,2,0,H,0,0,4459,https://ktff.org/maclar/4459
2013-10-12,2013-2014,1. Lig,Dumlupınar TSK,Türk Ocağı Limasol SK,5,2,H,0,0,4460,https://ktff.org/maclar/4460
2013-10-13,2013-2014,Süper Lig,Mağusa Türk Gücü,Gençlik Gücü TSK,2,0,H,0,0,4433,https://ktff.org/maclar/4433
2013-10-13,2013-2014,Süper Lig,Yalova SK,Yenicami AK,2,4,A,0,0,4435,https://ktff.org/maclar/4435
2013-10-13,2013-2014,Süper Lig,Mormenekşe GBSK,Serdarlı GB,2,0,H,0,0,4436,https://ktff.org/maclar/4436
2013-10-13,2013-2014,Süper Lig,Doğan Türk Birliği,Hamitköy ŞHSK,1,1,D,0,0,4437,https://ktff.org/maclar/4437
2013-10-13,2013-2014,1. Lig,Değirmenlik SK,L. Gençler Birliği SK,2,5,A,0,0,4461,https://ktff.org/maclar/4461
2013-10-13,2013-2014,1. Lig,Ozanköy SK,Binatlı YSK,2,2,D,0,0,4462,https://ktff.org/maclar/4462
2013-10-13,2013-2014,1. Lig,Gönyeli SK,Türkmenköy ASK,3,1,H,0,0,4463,https://ktff.org/maclar/4463
2013-10-13,2013-2014,1. Lig,Göçmenköy İYSK,Lapta Türk Birliği SK,2,0,H,0,0,4464,https://ktff.org/maclar/4464
2013-10-13,2013-2014,1. Lig,Baf Ülkü Yurdu,Akıncılar GSK,1,0,H,0,0,4465,https://ktff.org/maclar/4465
2013-10-18,2013-2014,Süper Lig,Yenicami AK,Çetinkaya TSK,1,0,H,0,0,4445,https://ktff.org/maclar/4445
2013-10-19,2013-2014,Süper Lig,Yeniboğaziçi DSK,Mormenekşe GBSK,1,0,H,0,0,4446,https://ktff.org/maclar/4446
2013-10-19,2013-2014,Süper Lig,Cihangir GSK,Yalova SK,3,1,H,0,0,4447,https://ktff.org/maclar/4447
2013-10-19,2013-2014,Süper Lig,Küçük Kaymaklı TSK,Bostancı Bağcıl SK,2,0,H,0,0,4448,https://ktff.org/maclar/4448
2013-10-19,2013-2014,Süper Lig,Lefke TSK,Doğan Türk Birliği,3,1,H,0,0,4449,https://ktff.org/maclar/4449
2013-10-19,2013-2014,1. Lig,L. Gençler Birliği SK,Akıncılar GSK,0,1,A,0,0,4473,https://ktff.org/maclar/4473
2013-10-19,2013-2014,1. Lig,Lapta Türk Birliği SK,Değirmenlik SK,1,0,H,0,0,4474,https://ktff.org/maclar/4474
2013-10-19,2013-2014,1. Lig,Türk Ocağı Limasol SK,Göçmenköy İYSK,1,1,D,0,0,4475,https://ktff.org/maclar/4475
2013-10-19,2013-2014,1. Lig,Esentepe KSKK,Ozanköy SK,2,0,H,0,0,4476,https://ktff.org/maclar/4476
2013-10-20,2013-2014,Süper Lig,Gençlik Gücü TSK,Hamitköy ŞHSK,1,2,A,0,0,4450,https://ktff.org/maclar/4450
2013-10-20,2013-2014,Süper Lig,Serdarlı GB,Mağusa Türk Gücü,0,2,A,0,0,4451,https://ktff.org/maclar/4451
2013-10-20,2013-2014,1. Lig,Türkmenköy ASK,Dumlupınar TSK,0,0,D,0,0,4477,https://ktff.org/maclar/4477
2013-10-20,2013-2014,1. Lig,Binatlı YSK,Gönyeli SK,0,1,A,0,0,4478,https://ktff.org/maclar/4478
2013-10-20,2013-2014,1. Lig,Düzkaya KOSK,Baf Ülkü Yurdu,3,1,H,0,0,4479,https://ktff.org/maclar/4479
2013-10-26,2013-2014,Süper Lig,Mağusa Türk Gücü,Yeniboğaziçi DSK,0,3,A,0,0,4544,https://ktff.org/maclar/4544
2013-10-26,2013-2014,Süper Lig,Hamitköy ŞHSK,Serdarlı GB,1,2,A,0,0,4545,https://ktff.org/maclar/4545
2013-10-26,2013-2014,Süper Lig,Bostancı Bağcıl SK,Lefke TSK,2,2,D,0,0,4546,https://ktff.org/maclar/4546
