date,sezon,lig,home,away,hg,ag,sonuc,hukmen,supheli_tekrar,match_id,url
2020-07-15,2019-2020,Süper Lig,Küçük Kaymaklı TSK,Lefke TSK,2,1,H,0,0,15195,https://ktff.org/maclar/15195
2020-07-16,2019-2020,Süper Lig,Göçmenköy İYSK,Cihangir GSK,4,1,H,0,0,15193,https://ktff.org/maclar/15193
2020-07-16,2019-2020,1. Lig,M. Karşıyaka ASK,Esentepe KSKK,0,3,A,0,0,15558,https://ktff.org/maclar/15558
2020-07-16,2019-2020,1. Lig,Ozanköy SK,Girne Halk Evi SK,0,10,A,0,0,15559,https://ktff.org/maclar/15559
2020-07-16,2019-2020,1. Lig,Mormenekşe GBSK,Lapta Türk Birliği SK,2,1,H,0,0,15560,https://ktff.org/maclar/15560
2020-07-16,2019-2020,1. Lig,Dumlupınar TSK,Bostancı Bağcıl SK,1,0,H,0,0,15561,https://ktff.org/maclar/15561
2020-07-16,2019-2020,1. Lig,Çanakkale TSK,L. Gençler Birliği SK,3,2,H,0,0,15562,https://ktff.org/maclar/15562
2020-07-16,2019-2020,1. Lig,Yalova SK,Maraş GSK,1,1,D,0,0,15564,https://ktff.org/maclar/15564
2020-07-16,2019-2020,1. Lig,Dörtyol SK,Mesarya SK,0,2,A,0,0,15565,https://ktff.org/maclar/15565
2020-07-19,2019-2020,Süper Lig,Düzkaya KOSK,Mağusa Türk Gücü,1,3,A,0,0,15196,https://ktff.org/maclar/15196
2020-07-19,2019-2020,Süper Lig,Cihangir GSK,Türk Ocağı Limasol SK,2,4,A,0,0,15197,https://ktff.org/maclar/15197
2020-07-19,2019-2020,Süper Lig,Doğan Türk Birliği,Gönyeli SK,3,2,H,0,0,15198,https://ktff.org/maclar/15198
2020-07-19,2019-2020,Süper Lig,Gençlik Gücü TSK,Çetinkaya TSK,4,2,H,0,0,15199,https://ktff.org/maclar/15199
2020-07-19,2019-2020,Süper Lig,Yenicami AK,Küçük Kaymaklı TSK,5,1,H,0,0,15200,https://ktff.org/maclar/15200
2020-07-19,2019-2020,Süper Lig,Binatlı YSK,Baf Ülkü Yurdu,2,4,A,0,0,15201,https://ktff.org/maclar/15201
2020-07-19,2019-2020,Süper Lig,Lefke TSK,Alsancak Yeşilova SK,2,2,D,0,0,15202,https://ktff.org/maclar/15202
2020-07-19,2019-2020,Süper Lig,Hamitköy ŞHSK,Göçmenköy İYSK,0,2,A,0,0,15203,https://ktff.org/maclar/15203
2020-07-19,2019-2020,1. Lig,Lapta Türk Birliği SK,Ozanköy SK,8,0,H,0,0,15566,https://ktff.org/maclar/15566
2020-07-19,2019-2020,1. Lig,Mesarya SK,Yalova SK,3,1,H,0,0,15567,https://ktff.org/maclar/15567
2020-07-19,2019-2020,1. Lig,Maraş GSK,Mormenekşe GBSK,0,1,A,0,0,15568,https://ktff.org/maclar/15568
2020-07-19,2019-2020,1. Lig,Görneç KSK,L. Gençler Birliği SK,5,2,H,0,0,15569,https://ktff.org/maclar/15569
2020-07-19,2019-2020,1. Lig,Bostancı Bağcıl SK,Çanakkale TSK,5,1,H,0,0,15570,https://ktff.org/maclar/15570
2020-07-19,2019-2020,1. Lig,Girne Halk Evi SK,M. Karşıyaka ASK,3,1,H,0,0,15572,https://ktff.org/maclar/15572
2020-07-19,2019-2020,1. Lig,Esentepe KSKK,Dumlupınar TSK,3,2,H,0,0,15573,https://ktff.org/maclar/15573
2020-07-22,2019-2020,Süper Lig,Alsancak Yeşilova SK,Yenicami AK,7,3,H,0,0,15204,https://ktff.org/maclar/15204
2020-07-22,2019-2020,Süper Lig,Göçmenköy İYSK,Türk Ocağı Limasol SK,3,2,H,0,0,15205,https://ktff.org/maclar/15205
2020-07-22,2019-2020,Süper Lig,Hamitköy ŞHSK,Doğan Türk Birliği,2,2,D,0,0,15206,https://ktff.org/maclar/15206
2020-07-22,2019-2020,Süper Lig,Çetinkaya TSK,Düzkaya KOSK,0,0,D,0,0,15207,https://ktff.org/maclar/15207
2020-07-22,2019-2020,Süper Lig,Küçük Kaymaklı TSK,Binatlı YSK,3,5,A,0,0,15208,https://ktff.org/maclar/15208
2020-07-22,2019-2020,Süper Lig,Mağusa Türk Gücü,Cihangir GSK,1,0,H,0,0,15209,https://ktff.org/maclar/15209
2020-07-22,2019-2020,Süper Lig,Baf Ülkü Yurdu,Gençlik Gücü TSK,5,1,H,0,0,15210,https://ktff.org/maclar/15210
2020-07-22,2019-2020,Süper Lig,Gönyeli SK,Lefke TSK,3,0,H,0,0,15211,https://ktff.org/maclar/15211
2021-09-16,2021-2022,Süper Lig,Doğan Türk Birliği,Cihangir GSK,1,2,A,0,0,15953,https://ktff.org/maclar/15953
2021-09-17,2021-2022,Süper Lig,Yenicami AK,Alsancak Yeşilova SK,1,1,D,0,0,15957,https://ktff.org/maclar/15957
2021-09-17,2021-2022,1. Lig,Esentepe KSKK,Mormenekşe GBSK,1,1,D,0,0,16072,https://ktff.org/maclar/16072
2021-09-18,2021-2022,Süper Lig,Gönyeli SK,Türk Ocağı Limasol SK,1,0,H,0,0,15952,https://ktff.org/maclar/15952
2021-09-18,2021-2022,Süper Lig,Binatlı YSK,Hamitköy ŞHSK,0,2,A,0,0,15954,https://ktff.org/maclar/15954
2021-09-18,2021-2022,Süper Lig,Mağusa Türk Gücü,Dumlupınar TSK,0,1,A,0,0,15956,https://ktff.org/maclar/15956
2021-09-18,2021-2022,1. Lig,İncirli SK,Gençlik Gücü TSK,1,0,H,0,0,16077,https://ktff.org/maclar/16077
2021-09-18,2021-2022,1. Lig,L. Gençler Birliği SK,Görneç KSK,2,1,H,0,0,16078,https://ktff.org/maclar/16078
2021-09-18,2021-2022,1. Lig,Yalova SK,Düzkaya KOSK,2,0,H,0,0,16079,https://ktff.org/maclar/16079
2021-09-19,2021-2022,Süper Lig,Girne Halk Evi SK,Göçmenköy İYSK,1,2,A,0,0,15955,https://ktff.org/maclar/15955
2021-09-19,2021-2022,Süper Lig,Küçük Kaymaklı TSK,Baf Ülkü Yurdu,0,0,D,0,0,15958,https://ktff.org/maclar/15958
2021-09-19,2021-2022,Süper Lig,Mesarya SK,Lefke TSK,0,1,A,0,0,15959,https://ktff.org/maclar/15959
2021-09-19,2021-2022,1. Lig,Yeniboğaziçi DSK,Bostancı Bağcıl SK,3,0,H,0,0,16073,https://ktff.org/maclar/16073
2021-09-19,2021-2022,1. Lig,Değirmenlik SK,M. Karşıyaka ASK,2,1,H,0,0,16074,https://ktff.org/maclar/16074
2021-09-19,2021-2022,1. Lig,Çetinkaya TSK,Dörtyol SK,0,2,A,0,0,16075,https://ktff.org/maclar/16075
2021-09-19,2021-2022,1. Lig,Maraş GSK,Çanakkale TSK,4,2,H,0,0,16076,https://ktff.org/maclar/16076
2021-09-25,2021-2022,Süper Lig,Cihangir GSK,Gönyeli SK,1,0,H,0,0,15960,https://ktff.org/maclar/15960
2021-09-25,2021-2022,Süper Lig,Göçmenköy İYSK,Binatlı YSK,2,1,H,0,0,15962,https://ktff.org/maclar/15962
2021-09-25,2021-2022,Süper Lig,Dumlupınar TSK,Girne Halk Evi SK,3,0,H,0,0,15963,https://ktff.org/maclar/15963
2021-09-25,2021-2022,Süper Lig,Türk Ocağı Limasol SK,Mesarya SK,1,2,A,0,0,15967,https://ktff.org/maclar/15967
2021-09-25,2021-2022,1. Lig,M. Karşıyaka ASK,Yeniboğaziçi DSK,4,2,H,0,0,16080,https://ktff.org/maclar/16080
2021-09-25,2021-2022,1. Lig,Dörtyol SK,Değirmenlik SK,2,1,H,0,0,16081,https://ktff.org/maclar/16081
2021-09-25,2021-2022,1. Lig,Görneç KSK,İncirli SK,1,2,A,0,0,16084,https://ktff.org/maclar/16084
2021-09-25,2021-2022,1. Lig,Bostancı Bağcıl SK,Esentepe KSKK,1,2,A,0,0,16087,https://ktff.org/maclar/16087
2021-09-26,2021-2022,Süper Lig,Hamitköy ŞHSK,Doğan Türk Birliği,0,0,D,0,0,15961,https://ktff.org/maclar/15961
2021-09-26,2021-2022,Süper Lig,Alsancak Yeşilova SK,Mağusa Türk Gücü,3,3,D,0,0,15964,https://ktff.org/maclar/15964
2021-09-26,2021-2022,Süper Lig,Lefke TSK,Küçük Kaymaklı TSK,0,2,A,0,0,15966,https://ktff.org/maclar/15966
2021-09-26,2021-2022,1. Lig,Çanakkale TSK,Çetinkaya TSK,0,4,A,0,0,16082,https://ktff.org/maclar/16082
2021-09-26,2021-2022,1. Lig,Gençlik Gücü TSK,Maraş GSK,1,2,A,0,0,16083,https://ktff.org/maclar/16083
2021-09-26,2021-2022,1. Lig,Düzkaya KOSK,L. Gençler Birliği SK,0,1,A,0,0,16085,https://ktff.org/maclar/16085
2021-09-26,2021-2022,1. Lig,Mormenekşe GBSK,Yalova SK,0,0,D,0,0,16086,https://ktff.org/maclar/16086
2021-09-27,2021-2022,Süper Lig,Baf Ülkü Yurdu,Yenicami AK,2,2,D,0,0,15965,https://ktff.org/maclar/15965
2021-10-01,2021-2022,Süper Lig,Girne Halk Evi SK,Alsancak Yeşilova SK,2,4,A,0,0,15971,https://ktff.org/maclar/15971
2021-10-01,2021-2022,1. Lig,Çetinkaya TSK,Gençlik Gücü TSK,2,3,A,0,0,16091,https://ktff.org/maclar/16091
2021-10-02,2021-2022,Süper Lig,Binatlı YSK,Dumlupınar TSK,1,3,A,0,0,15970,https://ktff.org/maclar/15970
2021-10-02,2021-2022,Süper Lig,Mağusa Türk Gücü,Baf Ülkü Yurdu,7,0,H,0,0,15972,https://ktff.org/maclar/15972
2021-10-02,2021-2022,Süper Lig,Küçük Kaymaklı TSK,Mesarya SK,0,2,A,0,0,15974,https://ktff.org/maclar/15974
2021-10-02,2021-2022,1. Lig,Değirmenlik SK,Çanakkale TSK,2,0,H,0,0,16090,https://ktff.org/maclar/16090
2021-10-02,2021-2022,1. Lig,İncirli SK,Düzkaya KOSK,3,0,H,1,0,16093,https://ktff.org/maclar/16093
2021-10-02,2021-2022,1. Lig,L. Gençler Birliği SK,Yalova SK,3,2,H,0,0,16094,https://ktff.org/maclar/16094
2021-10-03,2021-2022,Süper Lig,Gönyeli SK,Hamitköy ŞHSK,1,0,H,0,0,15968,https://ktff.org/maclar/15968
2021-10-03,2021-2022,Süper Lig,Doğan Türk Birliği,Göçmenköy İYSK,2,1,H,0,0,15969,https://ktff.org/maclar/15969
2021-10-03,2021-2022,Süper Lig,Cihangir GSK,Türk Ocağı Limasol SK,1,1,D,0,0,15975,https://ktff.org/maclar/15975
2021-10-03,2021-2022,1. Lig,Esentepe KSKK,M. Karşıyaka ASK,0,2,A,0,0,16088,https://ktff.org/maclar/16088
2021-10-03,2021-2022,1. Lig,Yeniboğaziçi DSK,Dörtyol SK,0,0,D,0,0,16089,https://ktff.org/maclar/16089
2021-10-03,2021-2022,1. Lig,Maraş GSK,Görneç KSK,1,0,H,0,0,16092,https://ktff.org/maclar/16092
2021-10-03,2021-2022,1. Lig,Bostancı Bağcıl SK,Mormenekşe GBSK,0,1,A,0,0,16095,https://ktff.org/maclar/16095
2021-10-04,2021-2022,Süper Lig,Yenicami AK,Lefke TSK,1,1,D,0,0,15973,https://ktff.org/maclar/15973
2021-10-09,2021-2022,Süper Lig,Göçmenköy İYSK,Gönyeli SK,2,4,A,0,0,15976,https://ktff.org/maclar/15976
2021-10-09,2021-2022,Süper Lig,Dumlupınar TSK,Doğan Türk Birliği,0,3,A,0,0,15977,https://ktff.org/maclar/15977
2021-10-09,2021-2022,Süper Lig,Alsancak Yeşilova SK,Binatlı YSK,5,0,H,0,0,15978,https://ktff.org/maclar/15978
2021-10-09,2021-2022,Süper Lig,Baf Ülkü Yurdu,Girne Halk Evi SK,1,2,A,0,0,15979,https://ktff.org/maclar/15979
2021-10-09,2021-2022,1. Lig,Çanakkale TSK,Yeniboğaziçi DSK,1,2,A,0,0,16096,https://ktff.org/maclar/16096
2021-10-09,2021-2022,1. Lig,Görneç KSK,Çetinkaya TSK,0,3,A,0,0,16098,https://ktff.org/maclar/16098
2021-10-09,2021-2022,1. Lig,Düzkaya KOSK,Maraş GSK,1,0,H,0,0,16099,https://ktff.org/maclar/16099
2021-10-09,2021-2022,1. Lig,M. Karşıyaka ASK,Bostancı Bağcıl SK,3,0,H,0,0,16102,https://ktff.org/maclar/16102
2021-10-10,2021-2022,Süper Lig,Lefke TSK,Mağusa Türk Gücü,3,2,H,0,0,15980,https://ktff.org/maclar/15980
2021-10-10,2021-2022,Süper Lig,Mesarya SK,Yenicami AK,1,0,H,0,0,15981,https://ktff.org/maclar/15981
2021-10-10,2021-2022,Süper Lig,Türk Ocağı Limasol SK,Küçük Kaymaklı TSK,0,1,A,0,0,15982,https://ktff.org/maclar/15982
2021-10-10,2021-2022,Süper Lig,Hamitköy ŞHSK,Cihangir GSK,1,4,A,0,0,15983,https://ktff.org/maclar/15983
2021-10-10,2021-2022,1. Lig,Gençlik Gücü TSK,Değirmenlik SK,1,1,D,0,0,16097,https://ktff.org/maclar/16097
2021-10-10,2021-2022,1. Lig,Yalova SK,İncirli SK,2,1,H,0,0,16100,https://ktff.org/maclar/16100
2021-10-10,2021-2022,1. Lig,Mormenekşe GBSK,L. Gençler Birliği SK,0,1,A,0,0,16101,https://ktff.org/maclar/16101
2021-10-10,2021-2022,1. Lig,Dörtyol SK,Esentepe KSKK,2,1,H,0,0,16103,https://ktff.org/maclar/16103
2021-10-15,2021-2022,Süper Lig,Binatlı YSK,Baf Ülkü Yurdu,3,0,H,0,0,15986,https://ktff.org/maclar/15986
2021-10-16,2021-2022,Süper Lig,Girne Halk Evi SK,Lefke TSK,0,1,A,0,0,15987,https://ktff.org/maclar/15987
2021-10-16,2021-2022,Süper Lig,Mağusa Türk Gücü,Mesarya SK,1,0,H,0,0,15988,https://ktff.org/maclar/15988
2021-10-16,2021-2022,Süper Lig,Hamitköy ŞHSK,Türk Ocağı Limasol SK,1,2,A,0,0,15991,https://ktff.org/maclar/15991
2021-10-16,2021-2022,1. Lig,Yeniboğaziçi DSK,Gençlik Gücü TSK,0,2,A,0,0,16105,https://ktff.org/maclar/16105
2021-10-16,2021-2022,1. Lig,Değirmenlik SK,Görneç KSK,2,1,H,0,0,16106,https://ktff.org/maclar/16106
2021-10-16,2021-2022,1. Lig,Çetinkaya TSK,Düzkaya KOSK,3,1,H,0,0,16107,https://ktff.org/maclar/16107
2021-10-16,2021-2022,1. Lig,Bostancı Bağcıl SK,Dörtyol SK,0,2,A,0,0,16110,https://ktff.org/maclar/16110
2021-10-17,2021-2022,Süper Lig,Gönyeli SK,Dumlupınar TSK,1,0,H,0,0,15984,https://ktff.org/maclar/15984
2021-10-17,2021-2022,Süper Lig,Yenicami AK,Küçük Kaymaklı TSK,0,2,A,0,0,15989,https://ktff.org/maclar/15989
2021-10-17,2021-2022,Süper Lig,Cihangir GSK,Göçmenköy İYSK,2,0,H,0,0,15990,https://ktff.org/maclar/15990
2021-10-17,2021-2022,1. Lig,Esentepe KSKK,Çanakkale TSK,1,1,D,0,0,16104,https://ktff.org/maclar/16104
2021-10-17,2021-2022,1. Lig,Maraş GSK,Yalova SK,1,2,A,0,0,16108,https://ktff.org/maclar/16108
2021-10-17,2021-2022,1. Lig,İncirli SK,L. Gençler Birliği SK,2,4,A,0,0,16109,https://ktff.org/maclar/16109
2021-10-17,2021-2022,1. Lig,M. Karşıyaka ASK,Mormenekşe GBSK,1,1,D,0,0,16111,https://ktff.org/maclar/16111
2021-10-18,2021-2022,Süper Lig,Doğan Türk Birliği,Alsancak Yeşilova SK,4,5,A,0,0,15985,https://ktff.org/maclar/15985
2021-10-22,2021-2022,Süper Lig,Lefke TSK,Binatlı YSK,3,1,H,0,0,15994,https://ktff.org/maclar/15994
2021-10-23,2021-2022,Süper Lig,Alsancak Yeşilova SK,Gönyeli SK,1,1,D,0,0,15992,https://ktff.org/maclar/15992
2021-10-23,2021-2022,Süper Lig,Baf Ülkü Yurdu,Doğan Türk Birliği,0,3,A,0,0,15993,https://ktff.org/maclar/15993
2021-10-23,2021-2022,Süper Lig,Küçük Kaymaklı TSK,Mağusa Türk Gücü,1,2,A,0,0,15996,https://ktff.org/maclar/15996
2021-10-23,2021-2022,1. Lig,L. Gençler Birliği SK,Maraş GSK,1,0,H,0,0,16115,https://ktff.org/maclar/16115
2021-10-23,2021-2022,1. Lig,Mormenekşe GBSK,İncirli SK,2,2,D,0,0,16116,https://ktff.org/maclar/16116
2021-10-23,2021-2022,1. Lig,Dörtyol SK,M. Karşıyaka ASK,4,4,D,0,0,16118,https://ktff.org/maclar/16118
2021-10-23,2021-2022,1. Lig,Gençlik Gücü TSK,Esentepe KSKK,2,0,H,0,0,16119,https://ktff.org/maclar/16119
2021-10-24,2021-2022,Süper Lig,Mesarya SK,Girne Halk Evi SK,3,1,H,0,0,15995,https://ktff.org/maclar/15995
2021-10-24,2021-2022,Süper Lig,Türk Ocağı Limasol SK,Yenicami AK,1,1,D,0,0,15997,https://ktff.org/maclar/15997
2021-10-24,2021-2022,Süper Lig,Dumlupınar TSK,Cihangir GSK,3,3,D,0,0,15998,https://ktff.org/maclar/15998
2021-10-24,2021-2022,Süper Lig,Göçmenköy İYSK,Hamitköy ŞHSK,2,1,H,0,0,15999,https://ktff.org/maclar/15999
2021-10-24,2021-2022,1. Lig,Görneç KSK,Yeniboğaziçi DSK,3,3,D,0,0,16112,https://ktff.org/maclar/16112
2021-10-24,2021-2022,1. Lig,Düzkaya KOSK,Değirmenlik SK,0,2,A,0,0,16113,https://ktff.org/maclar/16113
2021-10-24,2021-2022,1. Lig,Yalova SK,Çetinkaya TSK,0,1,A,0,0,16114,https://ktff.org/maclar/16114
2021-10-24,2021-2022,1. Lig,Çanakkale TSK,Bostancı Bağcıl SK,3,0,H,0,0,16117,https://ktff.org/maclar/16117
2021-10-30,2021-2022,Süper Lig,Doğan Türk Birliği,Lefke TSK,3,3,D,0,0,16001,https://ktff.org/maclar/16001
2021-10-30,2021-2022,Süper Lig,Binatlı YSK,Mesarya SK,0,0,D,0,0,16002,https://ktff.org/maclar/16002
2021-10-30,2021-2022,Süper Lig,Mağusa Türk Gücü,Yenicami AK,3,0,H,0,0,16004,https://ktff.org/maclar/16004
2021-10-30,2021-2022,Süper Lig,Cihangir GSK,Alsancak Yeşilova SK,1,2,A,0,0,16005,https://ktff.org/maclar/16005
2021-10-30,2021-2022,1. Lig,Yeniboğaziçi DSK,Düzkaya KOSK,1,1,D,0,0,16121,https://ktff.org/maclar/16121
2021-10-30,2021-2022,1. Lig,Çetinkaya TSK,L. Gençler Birliği SK,1,0,H,0,0,16123,https://ktff.org/maclar/16123
2021-10-30,2021-2022,1. Lig,Bostancı Bağcıl SK,Gençlik Gücü TSK,0,0,D,0,0,16125,https://ktff.org/maclar/16125
2021-10-30,2021-2022,1. Lig,M. Karşıyaka ASK,Çanakkale TSK,3,1,H,0,0,16126,https://ktff.org/maclar/16126
2021-10-30,2021-2022,1. Lig,Dörtyol SK,Mormenekşe GBSK,7,0,H,0,0,16127,https://ktff.org/maclar/16127
2021-10-31,2021-2022,Süper Lig,Gönyeli SK,Baf Ülkü Yurdu,2,1,H,0,0,16000,https://ktff.org/maclar/16000
2021-10-31,2021-2022,Süper Lig,Girne Halk Evi SK,Küçük Kaymaklı TSK,1,1,D,0,0,16003,https://ktff.org/maclar/16003
2021-10-31,2021-2022,Süper Lig,Hamitköy ŞHSK,Dumlupınar TSK,2,3,A,0,0,16006,https://ktff.org/maclar/16006
2021-10-31,2021-2022,1. Lig,Esentepe KSKK,Görneç KSK,3,0,H,0,0,16120,https://ktff.org/maclar/16120
2021-10-31,2021-2022,1. Lig,Değirmenlik SK,Yalova SK,2,1,H,0,0,16122,https://ktff.org/maclar/16122
2021-10-31,2021-2022,1. Lig,Maraş GSK,İncirli SK,1,1,D,0,0,16124,https://ktff.org/maclar/16124
2021-11-01,2021-2022,Süper Lig,Göçmenköy İYSK,Türk Ocağı Limasol SK,1,1,D,0,0,16007,https://ktff.org/maclar/16007
2021-11-06,2021-2022,Süper Lig,Lefke TSK,Gönyeli SK,1,1,D,0,0,16008,https://ktff.org/maclar/16008
2021-11-06,2021-2022,Süper Lig,Küçük Kaymaklı TSK,Binatlı YSK,3,0,H,0,0,16010,https://ktff.org/maclar/16010
2021-11-06,2021-2022,Süper Lig,Alsancak Yeşilova SK,Hamitköy ŞHSK,1,1,D,0,0,16014,https://ktff.org/maclar/16014
2021-11-06,2021-2022,Süper Lig,Dumlupınar TSK,Göçmenköy İYSK,1,1,D,0,0,16015,https://ktff.org/maclar/16015
2021-11-06,2021-2022,1. Lig,Yalova SK,Yeniboğaziçi DSK,0,0,D,0,0,16128,https://ktff.org/maclar/16128
2021-11-06,2021-2022,1. Lig,İncirli SK,Çetinkaya TSK,1,3,A,0,0,16130,https://ktff.org/maclar/16130
2021-11-06,2021-2022,1. Lig,Mormenekşe GBSK,Maraş GSK,1,1,D,0,0,16131,https://ktff.org/maclar/16131
2021-11-06,2021-2022,1. Lig,Gençlik Gücü TSK,M. Karşıyaka ASK,2,4,A,0,0,16133,https://ktff.org/maclar/16133
2021-11-06,2021-2022,1. Lig,Düzkaya KOSK,Esentepe KSKK,2,1,H,0,0,16135,https://ktff.org/maclar/16135
2021-11-07,2021-2022,Süper Lig,Mesarya SK,Doğan Türk Birliği,0,1,A,0,0,16009,https://ktff.org/maclar/16009
2021-11-07,2021-2022,Süper Lig,Yenicami AK,Girne Halk Evi SK,5,0,H,0,0,16011,https://ktff.org/maclar/16011
2021-11-07,2021-2022,Süper Lig,Türk Ocağı Limasol SK,Mağusa Türk Gücü,3,2,H,0,0,16012,https://ktff.org/maclar/16012
2021-11-07,2021-2022,Süper Lig,Baf Ülkü Yurdu,Cihangir GSK,2,2,D,0,0,16013,https://ktff.org/maclar/16013
2021-11-07,2021-2022,1. Lig,L. Gençler Birliği SK,Değirmenlik SK,2,0,H,0,0,16129,https://ktff.org/maclar/16129
2021-11-07,2021-2022,1. Lig,Görneç KSK,Bostancı Bağcıl SK,0,1,A,0,0,16132,https://ktff.org/maclar/16132
2021-11-07,2021-2022,1. Lig,Çanakkale TSK,Dörtyol SK,2,2,D,0,0,16134,https://ktff.org/maclar/16134
2021-11-13,2021-2022,Süper Lig,Doğan Türk Birliği,Küçük Kaymaklı TSK,0,0,D,0,0,16017,https://ktff.org/maclar/16017
2021-11-13,2021-2022,Süper Lig,Binatlı YSK,Yenicami AK,1,1,D,0,0,16018,https://ktff.org/maclar/16018
2021-11-13,2021-2022,Süper Lig,Cihangir GSK,Lefke TSK,0,1,A,0,0,16020,https://ktff.org/maclar/16020
2021-11-13,2021-2022,Süper Lig,Göçmenköy İYSK,Alsancak Yeşilova SK,1,2,A,0,0,16022,https://ktff.org/maclar/16022
2021-11-13,2021-2022,1. Lig,Esentepe KSKK,Yalova SK,3,2,H,0,0,16136,https://ktff.org/maclar/16136
2021-11-13,2021-2022,1. Lig,Değirmenlik SK,İncirli SK,2,0,H,0,0,16138,https://ktff.org/maclar/16138
2021-11-13,2021-2022,1. Lig,Dörtyol SK,Gençlik Gücü TSK,0,2,A,0,0,16142,https://ktff.org/maclar/16142
2021-11-13,2021-2022,1. Lig,Çanakkale TSK,Mormenekşe GBSK,0,1,A,0,0,16143,https://ktff.org/maclar/16143
2021-11-14,2021-2022,Süper Lig,Gönyeli SK,Mesarya SK,2,0,H,0,0,16016,https://ktff.org/maclar/16016
2021-11-14,2021-2022,Süper Lig,Girne Halk Evi SK,Mağusa Türk Gücü,1,4,A,0,0,16019,https://ktff.org/maclar/16019
2021-11-14,2021-2022,Süper Lig,Hamitköy ŞHSK,Baf Ülkü Yurdu,2,0,H,0,0,16021,https://ktff.org/maclar/16021
2021-11-14,2021-2022,Süper Lig,Dumlupınar TSK,Türk Ocağı Limasol SK,0,1,A,0,0,16023,https://ktff.org/maclar/16023
2021-11-14,2021-2022,1. Lig,Yeniboğaziçi DSK,L. Gençler Birliği SK,1,0,H,0,0,16137,https://ktff.org/maclar/16137
2021-11-14,2021-2022,1. Lig,Çetinkaya TSK,Maraş GSK,4,0,H,0,0,16139,https://ktff.org/maclar/16139
2021-11-14,2021-2022,1. Lig,Bostancı Bağcıl SK,Düzkaya KOSK,1,0,H,0,0,16140,https://ktff.org/maclar/16140
2021-11-14,2021-2022,1. Lig,M. Karşıyaka ASK,Görneç KSK,5,1,H,0,0,16141,https://ktff.org/maclar/16141
2021-11-19,2021-2022,Süper Lig,Türk Ocağı Limasol SK,Girne Halk Evi SK,3,2,H,0,0,16027,https://ktff.org/maclar/16027
2021-11-19,2021-2022,1. Lig,L. Gençler Birliği SK,Esentepe KSKK,1,0,H,0,0,16151,https://ktff.org/maclar/16151
2021-11-20,2021-2022,Süper Lig,Yenicami AK,Doğan Türk Birliği,1,2,A,0,0,16025,https://ktff.org/maclar/16025
2021-11-20,2021-2022,Süper Lig,Mesarya SK,Cihangir GSK,2,1,H,0,0,16028,https://ktff.org/maclar/16028
2021-11-20,2021-2022,Süper Lig,Baf Ülkü Yurdu,Göçmenköy İYSK,0,2,A,0,0,16030,https://ktff.org/maclar/16030
2021-11-20,2021-2022,1. Lig,Maraş GSK,Değirmenlik SK,0,4,A,0,0,16145,https://ktff.org/maclar/16145
2021-11-20,2021-2022,1. Lig,Mormenekşe GBSK,Çetinkaya TSK,3,1,H,0,0,16146,https://ktff.org/maclar/16146
2021-11-20,2021-2022,1. Lig,Görneç KSK,Dörtyol SK,0,8,A,0,0,16149,https://ktff.org/maclar/16149
2021-11-21,2021-2022,Süper Lig,Küçük Kaymaklı TSK,Gönyeli SK,2,2,D,0,0,16024,https://ktff.org/maclar/16024
2021-11-21,2021-2022,Süper Lig,Mağusa Türk Gücü,Binatlı YSK,3,0,H,0,0,16026,https://ktff.org/maclar/16026
2021-11-21,2021-2022,Süper Lig,Lefke TSK,Hamitköy ŞHSK,2,0,H,0,0,16029,https://ktff.org/maclar/16029
2021-11-21,2021-2022,Süper Lig,Alsancak Yeşilova SK,Dumlupınar TSK,1,0,H,0,0,16031,https://ktff.org/maclar/16031
2021-11-21,2021-2022,1. Lig,İncirli SK,Yeniboğaziçi DSK,1,1,D,0,0,16144,https://ktff.org/maclar/16144
2021-11-21,2021-2022,1. Lig,Yalova SK,Bostancı Bağcıl SK,1,1,D,0,0,16147,https://ktff.org/maclar/16147
2021-11-21,2021-2022,1. Lig,Düzkaya KOSK,M. Karşıyaka ASK,2,1,H,0,0,16148,https://ktff.org/maclar/16148
2021-11-21,2021-2022,1. Lig,Gençlik Gücü TSK,Çanakkale TSK,2,1,H,0,0,16150,https://ktff.org/maclar/16150
2021-11-27,2021-2022,Süper Lig,Gönyeli SK,Yenicami AK,0,3,A,0,0,16032,https://ktff.org/maclar/16032
2021-11-27,2021-2022,Süper Lig,Cihangir GSK,Küçük Kaymaklı TSK,1,4,A,0,0,16035,https://ktff.org/maclar/16035
2021-11-27,2021-2022,Süper Lig,Hamitköy ŞHSK,Mesarya SK,1,0,H,0,0,16036,https://ktff.org/maclar/16036
2021-11-27,2021-2022,1. Lig,Esentepe KSKK,İncirli SK,2,0,H,0,0,16152,https://ktff.org/maclar/16152
2021-11-27,2021-2022,1. Lig,Yeniboğaziçi DSK,Maraş GSK,2,0,H,0,0,16153,https://ktff.org/maclar/16153
2021-11-27,2021-2022,1. Lig,Bostancı Bağcıl SK,L. Gençler Birliği SK,0,0,D,0,0,16155,https://ktff.org/maclar/16155
2021-11-27,2021-2022,1. Lig,Çanakkale TSK,Görneç KSK,3,0,H,0,0,16158,https://ktff.org/maclar/16158
2021-11-27,2021-2022,1. Lig,Gençlik Gücü TSK,Mormenekşe GBSK,2,1,H,0,0,16159,https://ktff.org/maclar/16159
