date,sezon,takim,elo
2012-02-05,2011-2012,Dumlupınar TSK,1286.7856681465823
2012-02-05,2011-2012,Çanakkale TSK,1154.9362364479616
2012-02-05,2011-2012,Yeniboğaziçi DSK,1305.5270577960216
2012-02-05,2011-2012,Hamitköy ŞHSK,1425.8922400510096
2012-02-10,2011-2012,Yenicami AK,1506.2156164236906
2012-02-10,2011-2012,Göçmenköy İYSK,1311.1488815224582
2012-02-11,2011-2012,Küçük Kaymaklı TSK,1573.4316202580849
2012-02-11,2011-2012,Türk Ocağı Limasol SK,1401.5167722063693
2012-02-11,2011-2012,Lefke TSK,1477.672401187111
2012-02-11,2011-2012,Gönyeli SK,1259.261635782734
2012-02-11,2011-2012,Bellapais Tatlısu HOSK,1311.1604038482046
2012-02-11,2011-2012,Bostancı Bağcıl SK,1424.4191998671913
2012-02-11,2011-2012,Çanakkale TSK,1140.0360125563789
2012-02-11,2011-2012,Yeniboğaziçi DSK,1320.4272816876044
2012-02-11,2011-2012,Görneç KSK,1489.5840432279122
2012-02-11,2011-2012,Gençlik Gücü TSK,1526.0751389403088
2012-02-11,2011-2012,Alsancak Yeşilova SK,1297.3226842660765
2012-02-11,2011-2012,Dumlupınar TSK,1291.0248801587459
2012-02-11,2011-2012,Esentepe KSKK,1438.3575021407141
2012-02-11,2011-2012,Türkmenköy ASK,1456.0839724969624
2012-02-12,2011-2012,Cihangir GSK,1446.845698517358
2012-02-12,2011-2012,Mağusa Türk Gücü,1530.8489302672137
2012-02-12,2011-2012,Çetinkaya TSK,1630.4209806562667
2012-02-12,2011-2012,Lapta Türk Birliği SK,1316.5883080350488
2012-02-12,2011-2012,Doğan Türk Birliği,1398.5317247490366
2012-02-12,2011-2012,Düzkaya KOSK,1324.9067181249038
2012-02-12,2011-2012,Hamitköy ŞHSK,1436.0781718108647
2012-02-12,2011-2012,Baf Ülkü Yurdu,1289.13811675003
2012-02-12,2011-2012,Binatlı YSK,1384.9576404133434
2012-02-12,2011-2012,Ozanköy SK,1324.931389263937
2012-02-12,2011-2012,Mormenekşe GBSK,1445.969919559516
2012-02-12,2011-2012,Serdarlı GB,1528.6127916396013
2012-02-18,2011-2012,Göçmenköy İYSK,1312.7219089925477
2012-02-18,2011-2012,Doğan Türk Birliği,1396.958697278947
2012-02-18,2011-2012,Lapta Türk Birliği SK,1364.5685096796674
2012-02-18,2011-2012,Cihangir GSK,1398.8654968727394
2012-02-18,2011-2012,Düzkaya KOSK,1362.7316826997799
2012-02-18,2011-2012,Lefke TSK,1439.847436612235
2012-02-18,2011-2012,Mağusa Türk Gücü,1546.0711744462292
2012-02-18,2011-2012,Yenicami AK,1490.9933722446751
2012-02-18,2011-2012,Ozanköy SK,1303.7041002483923
2012-02-18,2011-2012,Görneç KSK,1510.811332243457
2012-02-18,2011-2012,Yeniboğaziçi DSK,1315.7325907030117
2012-02-18,2011-2012,Alsancak Yeşilova SK,1302.0173752506691
2012-02-19,2011-2012,Bostancı Bağcıl SK,1409.4339256311216
2012-02-19,2011-2012,Küçük Kaymaklı TSK,1588.4168944941546
2012-02-19,2011-2012,Gönyeli SK,1238.7953758831957
2012-02-19,2011-2012,Bellapais Tatlısu HOSK,1331.626663747743
2012-02-19,2011-2012,Türk Ocağı Limasol SK,1390.5398067482683
2012-02-19,2011-2012,Çetinkaya TSK,1641.3979461143676
2012-02-19,2011-2012,Türkmenköy ASK,1431.558182874034
2012-02-19,2011-2012,Hamitköy ŞHSK,1460.603961433793
2012-02-19,2011-2012,Dumlupınar TSK,1329.432374394177
2012-02-19,2011-2012,Binatlı YSK,1346.5501461779122
2012-02-19,2011-2012,Serdarlı GB,1540.4651310909708
2012-02-19,2011-2012,Esentepe KSKK,1426.5051626893446
2012-02-19,2011-2012,Gençlik Gücü TSK,1547.679560282511
2012-02-19,2011-2012,Mormenekşe GBSK,1424.3654982173139
2012-02-19,2011-2012,Baf Ülkü Yurdu,1278.3709050767775
2012-02-19,2011-2012,Çanakkale TSK,1150.8032242296313
2012-02-24,2011-2012,Çetinkaya TSK,1650.818272889749
2012-02-24,2011-2012,Bostancı Bağcıl SK,1400.0135988557402
2012-02-25,2011-2012,Küçük Kaymaklı TSK,1594.467293837777
2012-02-25,2011-2012,Gönyeli SK,1232.7449765395731
2012-02-25,2011-2012,Bellapais Tatlısu HOSK,1299.1374069913602
2012-02-25,2011-2012,Düzkaya KOSK,1395.2209394561626
2012-02-25,2011-2012,Lapta Türk Birliği SK,1362.615899707532
2012-02-25,2011-2012,Türk Ocağı Limasol SK,1392.4924167204038
2012-02-25,2011-2012,Binatlı YSK,1341.4381688590843
2012-02-25,2011-2012,Yeniboğaziçi DSK,1320.8445680218397
2012-02-25,2011-2012,Mormenekşe GBSK,1421.0652431172828
2012-02-25,2011-2012,Esentepe KSKK,1429.8054177893757
2012-02-25,2011-2012,Görneç KSK,1462.7806933375612
2012-02-25,2011-2012,Dumlupınar TSK,1377.4630133000728
2012-02-26,2011-2012,Doğan Türk Birliği,1401.9788202773213
2012-02-26,2011-2012,Mağusa Türk Gücü,1541.051051447855
2012-02-26,2011-2012,Lefke TSK,1460.1706232482736
2012-02-26,2011-2012,Göçmenköy İYSK,1292.398722356509
2012-02-26,2011-2012,Cihangir GSK,1420.7096725420226
2012-02-26,2011-2012,Yenicami AK,1469.149196575392
2012-02-26,2011-2012,Gençlik Gücü TSK,1560.2654654806654
2012-02-26,2011-2012,Ozanköy SK,1291.1181950502378
2012-02-26,2011-2012,Çanakkale TSK,1142.0381896646645
2012-02-26,2011-2012,Türkmenköy ASK,1440.3232174390007
2012-02-26,2011-2012,Alsancak Yeşilova SK,1297.293221100955
2012-02-26,2011-2012,Baf Ülkü Yurdu,1283.0950592264917
2012-02-26,2011-2012,Hamitköy ŞHSK,1461.7460185135926
2012-02-26,2011-2012,Serdarlı GB,1539.3230740111712
2012-03-02,2011-2012,Yenicami AK,1428.6338782409325
2012-03-02,2011-2012,Doğan Türk Birliği,1442.4941386117807
2012-03-03,2011-2012,Gönyeli SK,1223.7112164234666
2012-03-03,2011-2012,Çetinkaya TSK,1659.8520330058557
2012-03-03,2011-2012,Mağusa Türk Gücü,1513.3583797670015
2012-03-03,2011-2012,Lefke TSK,1487.863294929127
2012-03-03,2011-2012,Türk Ocağı Limasol SK,1359.7557035542932
2012-03-03,2011-2012,Cihangir GSK,1453.4463857081332
2012-03-03,2011-2012,Yeniboğaziçi DSK,1325.4756525646342
2012-03-03,2011-2012,Görneç KSK,1458.1496087947667
2012-03-03,2011-2012,Türkmenköy ASK,1429.8065688819072
2012-03-03,2011-2012,Alsancak Yeşilova SK,1307.8098696580485
2012-03-03,2011-2012,Baf Ülkü Yurdu,1282.9996816730152
2012-03-03,2011-2012,Binatlı YSK,1341.5335464125608
2012-03-04,2011-2012,Bostancı Bağcıl SK,1394.5493317373287
2012-03-04,2011-2012,Lapta Türk Birliği SK,1368.0801668259435
2012-03-04,2011-2012,Düzkaya KOSK,1376.6395070645426
2012-03-04,2011-2012,Küçük Kaymaklı TSK,1613.048726229397
2012-03-04,2011-2012,Göçmenköy İYSK,1309.3565481010335
2012-03-04,2011-2012,Bellapais Tatlısu HOSK,1282.1795812468358
2012-03-04,2011-2012,Dumlupınar TSK,1352.6918275687499
2012-03-04,2011-2012,Gençlik Gücü TSK,1585.0366512119883
2012-03-04,2011-2012,Serdarlı GB,1544.6899252097062
2012-03-04,2011-2012,Çanakkale TSK,1136.6713384661296
2012-03-04,2011-2012,Ozanköy SK,1275.0911391314794
2012-03-04,2011-2012,Mormenekşe GBSK,1437.0922990360411
2012-03-04,2011-2012,Esentepe KSKK,1408.1936915179235
2012-03-04,2011-2012,Hamitköy ŞHSK,1483.3577447850448
2012-03-10,2011-2012,Lapta Türk Birliği SK,1377.5078665312817
2012-03-10,2011-2012,Gönyeli SK,1214.2835167181283
2012-03-10,2011-2012,Bellapais Tatlısu HOSK,1271.3065927052176
2012-03-10,2011-2012,Mağusa Türk Gücü,1524.2313683086197
2012-03-10,2011-2012,Lefke TSK,1441.3026423734382
2012-03-10,2011-2012,Yenicami AK,1475.1945307966214
2012-03-10,2011-2012,Gençlik Gücü TSK,1590.5208747787376
2012-03-10,2011-2012,Yeniboğaziçi DSK,1319.991428997885
2012-03-10,2011-2012,Görneç KSK,1466.360698894134
2012-03-10,2011-2012,Baf Ülkü Yurdu,1274.7885915736479
2012-03-10,2011-2012,Alsancak Yeşilova SK,1317.1947698661252
2012-03-10,2011-2012,Serdarlı GB,1535.3050250016295
2012-03-10,2011-2012,Çanakkale TSK,1127.5371199876374
2012-03-10,2011-2012,Esentepe KSKK,1417.3279099964157
2012-03-11,2011-2012,Türk Ocağı Limasol SK,1322.2209073186982
2012-03-11,2011-2012,Bostancı Bağcıl SK,1432.0841279729236
2012-03-11,2011-2012,Çetinkaya TSK,1644.7231939849476
2012-03-11,2011-2012,Düzkaya KOSK,1391.7683460854507
2012-03-11,2011-2012,Cihangir GSK,1469.4178931504518
2012-03-11,2011-2012,Doğan Türk Birliği,1426.522631169462
2012-03-11,2011-2012,Ozanköy SK,1296.103450378808
2012-03-11,2011-2012,Dumlupınar TSK,1331.6795163214213
2012-03-11,2011-2012,Binatlı YSK,1343.1574893571571
2012-03-11,2011-2012,Türkmenköy ASK,1428.1826259373108
2012-03-11,2011-2012,Mormenekşe GBSK,1465.9069796661959
2012-03-11,2011-2012,Hamitköy ŞHSK,1454.54306415489
2012-03-17,2011-2012,Mağusa Türk Gücü,1562.1277352781635
2012-03-17,2011-2012,Küçük Kaymaklı TSK,1575.1523592598533
2012-03-17,2011-2012,Doğan Türk Birliği,1423.9341590887836
2012-03-17,2011-2012,Lefke TSK,1443.8911144541166
2012-03-17,2011-2012,Bostancı Bağcıl SK,1450.7812025415208
2012-03-17,2011-2012,Cihangir GSK,1450.7208185818547
2012-03-17,2011-2012,Göçmenköy İYSK,1296.601367882712
2012-03-17,2011-2012,Çetinkaya TSK,1657.478374203269
2012-03-17,2011-2012,Yeniboğaziçi DSK,1282.8855109961644
2012-03-17,2011-2012,Ozanköy SK,1333.2093683805285
2012-03-17,2011-2012,Hamitköy ŞHSK,1462.8121158190384
2012-03-17,2011-2012,Çanakkale TSK,1119.2680683234892
2012-03-17,2011-2012,Serdarlı GB,1552.3847049092494
2012-03-17,2011-2012,Binatlı YSK,1326.0778094495372
2012-03-18,2011-2012,Düzkaya KOSK,1367.5574980107747
2012-03-18,2011-2012,Lapta Türk Birliği SK,1401.7187146059578
2012-03-18,2011-2012,Gönyeli SK,1184.0822257132845
2012-03-18,2011-2012,Türk Ocağı Limasol SK,1352.422198323542
2012-03-18,2011-2012,Yenicami AK,1488.664517415831
2012-03-18,2011-2012,Bellapais Tatlısu HOSK,1257.836606086008
2012-03-18,2011-2012,Türkmenköy ASK,1426.9281040664064
2012-03-18,2011-2012,Görneç KSK,1467.6152207650384
2012-03-18,2011-2012,Dumlupınar TSK,1315.88854804245
2012-03-18,2011-2012,Mormenekşe GBSK,1481.697947945167
2012-03-18,2011-2012,Baf Ülkü Yurdu,1267.3237273136817
2012-03-18,2011-2012,Gençlik Gücü TSK,1597.9857390387037
2012-03-18,2011-2012,Esentepe KSKK,1437.2492927077099
2012-03-18,2011-2012,Alsancak Yeşilova SK,1297.273387154831
2012-03-24,2011-2012,Görneç KSK,1439.7503738045973
2012-03-24,2011-2012,Serdarlı GB,1580.2495518696905
2012-03-24,2011-2012,Mormenekşe GBSK,1488.96877760126
2012-03-24,2011-2012,Çanakkale TSK,1111.9972386673962
2012-03-24,2011-2012,Ozanköy SK,1346.264109374757
2012-03-24,2011-2012,Baf Ülkü Yurdu,1254.2689863194532
2012-03-24,2011-2012,Binatlı YSK,1329.0023604971109
2012-03-24,2011-2012,Esentepe KSKK,1434.3247416601362
2012-03-24,2011-2012,Dumlupınar TSK,1290.6591736231576
2012-03-24,2011-2012,Yeniboğaziçi DSK,1308.114885415457
2012-03-24,2011-2012,Gençlik Gücü TSK,1606.35161964079
2012-03-24,2011-2012,Türkmenköy ASK,1418.5622234643201
2012-03-24,2011-2012,Alsancak Yeşilova SK,1283.168471189078
2012-03-24,2011-2012,Hamitköy ŞHSK,1476.9170317847913
2012-03-25,2011-2012,Çetinkaya TSK,1677.7944323624008
2012-03-25,2011-2012,Mağusa Türk Gücü,1541.8116771190316
2012-03-25,2011-2012,Türk Ocağı Limasol SK,1369.853838365381
2012-03-25,2011-2012,Düzkaya KOSK,1350.1258579689356
2012-03-25,2011-2012,Cihangir GSK,1475.0204084994848
2012-03-25,2011-2012,Lefke TSK,1419.5915245364865
2012-03-25,2011-2012,Lapta Türk Birliği SK,1418.4458696346219
2012-03-25,2011-2012,Göçmenköy İYSK,1279.874212854048
2012-03-25,2011-2012,Küçük Kaymaklı TSK,1526.2118844004167
2012-03-25,2011-2012,Yenicami AK,1537.6049922752675
2012-03-25,2011-2012,Bostancı Bağcıl SK,1456.0738614029813
2012-03-25,2011-2012,Gönyeli SK,1178.789566851824
2012-03-25,2011-2012,Bellapais Tatlısu HOSK,1243.7610498887134
2012-03-25,2011-2012,Doğan Türk Birliği,1438.0097152860783
2012-03-30,2011-2012,Yenicami AK,1514.4087196366045
2012-03-30,2011-2012,Çetinkaya TSK,1700.9907050010638
2012-03-31,2011-2012,Doğan Türk Birliği,1410.439551967591
2012-03-31,2011-2012,Küçük Kaymaklı TSK,1553.782047718904
2012-03-31,2011-2012,Mağusa Türk Gücü,1559.8830862732782
2012-03-31,2011-2012,Lapta Türk Birliği SK,1400.3744604803753
2012-03-31,2011-2012,Göçmenköy İYSK,1317.8868300252614
2012-03-31,2011-2012,Türk Ocağı Limasol SK,1331.8412211941677
2012-03-31,2011-2012,Gönyeli SK,1210.6190058018724
2012-03-31,2011-2012,Cihangir GSK,1443.1909695494364
2012-03-31,2011-2012,Lefke TSK,1427.7770800439685
2012-03-31,2011-2012,Bellapais Tatlısu HOSK,1235.5754943812315
2012-03-31,2011-2012,Düzkaya KOSK,1352.7555247320709
2012-03-31,2011-2012,Bostancı Bağcıl SK,1453.444194639846
2012-04-01,2011-2012,Hamitköy ŞHSK,1490.8391625772047
2012-04-01,2011-2012,Binatlı YSK,1315.0802297046976
2012-04-01,2011-2012,Esentepe KSKK,1431.2087736232415
2012-04-01,2011-2012,Görneç KSK,1442.866341841492
2012-04-01,2011-2012,Serdarlı GB,1598.3043981854316
2012-04-01,2011-2012,Gençlik Gücü TSK,1588.296773325049
2012-04-01,2011-2012,Baf Ülkü Yurdu,1222.2334834432954
2012-04-01,2011-2012,Dumlupınar TSK,1322.6946764993154
2012-04-01,2011-2012,Türkmenköy ASK,1440.8436211244561
2012-04-01,2011-2012,Ozanköy SK,1323.982711714621
2012-04-01,2011-2012,Çanakkale TSK,1151.2818096065175
2012-04-01,2011-2012,Alsancak Yeşilova SK,1243.8839002499567
2012-04-01,2011-2012,Yeniboğaziçi DSK,1288.1487876358492
2012-04-01,2011-2012,Mormenekşe GBSK,1508.9348753808677
2012-04-07,2011-2012,Türk Ocağı Limasol SK,1312.562264895931
2012-04-07,2011-2012,Mağusa Türk Gücü,1579.1620425715148
2012-04-07,2011-2012,Lapta Türk Birliği SK,1423.4600847165714
2012-04-07,2011-2012,Yenicami AK,1491.3230954004084
2012-04-07,2011-2012,Cihangir GSK,1450.2493660057073
2012-04-07,2011-2012,Bellapais Tatlısu HOSK,1228.5170979249606
2012-04-07,2011-2012,Gönyeli SK,1187.5820060417677
2012-04-07,2011-2012,Düzkaya KOSK,1375.7925244921755
2012-04-07,2011-2012,Bostancı Bağcıl SK,1470.5908394163073
2012-04-07,2011-2012,Göçmenköy İYSK,1300.7401852488001
2012-04-08,2011-2012,Çetinkaya TSK,1705.6840138646205
2012-04-08,2011-2012,Doğan Türk Birliği,1405.7462431040342
2012-04-08,2011-2012,Küçük Kaymaklı TSK,1563.9926139920099
2012-04-08,2011-2012,Lefke TSK,1417.5665137708627
2012-04-08,2011-2012,Yeniboğaziçi DSK,1301.2020270435482
2012-04-08,2011-2012,Baf Ülkü Yurdu,1209.1802440355964
2012-04-08,2011-2012,Dumlupınar TSK,1326.0110906785335
2012-04-08,2011-2012,Türkmenköy ASK,1437.527206945238
2012-04-08,2011-2012,Ozanköy SK,1314.9615750434139
2012-04-08,2011-2012,Serdarlı GB,1607.3255348566388
2012-04-08,2011-2012,Gençlik Gücü TSK,1601.6623239216606
2012-04-08,2011-2012,Esentepe KSKK,1417.8432230266299
2012-04-08,2011-2012,Görneç KSK,1398.8957065377201
2012-04-08,2011-2012,Hamitköy ŞHSK,1534.8097978809765
2012-04-08,2011-2012,Binatlı YSK,1333.4523719625572
2012-04-08,2011-2012,Çanakkale TSK,1132.9096673486579
2012-04-08,2011-2012,Mormenekşe GBSK,1456.9394410594964
2012-04-08,2011-2012,Alsancak Yeşilova SK,1295.879334571328
2012-04-14,2011-2012,Lefke TSK,1449.0881045209148
2012-04-14,2011-2012,Çetinkaya TSK,1674.1624231145684
2012-04-14,2011-2012,Yenicami AK,1509.4947270521118
2012-04-14,2011-2012,Türk Ocağı Limasol SK,1294.3906332442277
2012-04-14,2011-2012,Mağusa Türk Gücü,1570.1542822714887
2012-04-14,2011-2012,Bostancı Bağcıl SK,1479.5985997163334
2012-04-14,2011-2012,Göçmenköy İYSK,1316.9147006819721
2012-04-14,2011-2012,Gönyeli SK,1171.4074906085957
2012-04-14,2011-2012,Bellapais Tatlısu HOSK,1261.717872688088
2012-04-14,2011-2012,Küçük Kaymaklı TSK,1530.7918392288825
2012-04-14,2011-2012,Doğan Türk Birliği,1438.7045460964437
2012-04-14,2011-2012,Lapta Türk Birliği SK,1390.501781724162
2012-04-14,2011-2012,Düzkaya KOSK,1342.2480392759533
2012-04-14,2011-2012,Cihangir GSK,1483.7938512219296
2012-04-15,2011-2012,Çanakkale TSK,1115.358187246664
2012-04-15,2011-2012,Görneç KSK,1416.447186639714
2012-04-15,2011-2012,Esentepe KSKK,1389.098459430229
2012-04-15,2011-2012,Ozanköy SK,1343.7063386398147
2012-04-15,2011-2012,Türkmenköy ASK,1447.2926280283314
2012-04-15,2011-2012,Yeniboğaziçi DSK,1291.436605960455
2012-04-15,2011-2012,Alsancak Yeşilova SK,1263.945520084128
2012-04-15,2011-2012,Binatlı YSK,1365.3861864497571
2012-04-15,2011-2012,Hamitköy ŞHSK,1535.2042098476077
2012-04-15,2011-2012,Gençlik Gücü TSK,1601.2679119550294
2012-04-15,2011-2012,Serdarlı GB,1612.2436312891355
2012-04-15,2011-2012,Dumlupınar TSK,1321.0929942460368
2012-04-15,2011-2012,Baf Ülkü Yurdu,1199.0462759495206
2012-04-15,2011-2012,Mormenekşe GBSK,1467.0734091455722
2012-04-19,2011-2012,Gençlik Gücü TSK,1562.9234104284033
2012-04-19,2011-2012,Çanakkale TSK,1153.7026887732902
2012-04-21,2011-2012,Gönyeli SK,1163.9341797407167
2012-04-21,2011-2012,Mağusa Türk Gücü,1577.6275931393677
2012-04-21,2011-2012,Bostancı Bağcıl SK,1507.0057078783798
2012-04-21,2011-2012,Yenicami AK,1482.0876188900654
2012-04-21,2011-2012,Çetinkaya TSK,1677.8719900652904
2012-04-21,2011-2012,Bellapais Tatlısu HOSK,1258.0083057373658
2012-04-21,2011-2012,Düzkaya KOSK,1365.0244374829074
2012-04-21,2011-2012,Göçmenköy İYSK,1294.138302475018
2012-04-21,2011-2012,Türk Ocağı Limasol SK,1299.1510483149764
2012-04-21,2011-2012,Doğan Türk Birliği,1433.944131025695
2012-04-21,2011-2012,Lapta Türk Birliği SK,1410.4204043718896
2012-04-21,2011-2012,Lefke TSK,1429.1694818731871
2012-04-21,2011-2012,Küçük Kaymaklı TSK,1504.8201468382501
2012-04-21,2011-2012,Cihangir GSK,1509.765543612562
2012-04-21,2011-2012,Yeniboğaziçi DSK,1304.1474919381421
2012-04-21,2011-2012,Serdarlı GB,1599.5327453114483
2012-04-21,2011-2012,Ozanköy SK,1370.9340953334838
2012-04-21,2011-2012,Hamitköy ŞHSK,1507.9764531539386
2012-04-21,2011-2012,Görneç KSK,1425.5417316269984
2012-04-21,2011-2012,Alsancak Yeşilova SK,1254.8509750968435
2012-04-21,2011-2012,Baf Ülkü Yurdu,1258.8207479343278
2012-04-21,2011-2012,Türkmenköy ASK,1387.5181560435242
2012-04-21,2011-2012,Dumlupınar TSK,1321.5537443291864
2012-04-21,2011-2012,Esentepe KSKK,1388.6377093470794
2012-04-21,2011-2012,Binatlı YSK,1404.565640667725
2012-04-21,2011-2012,Mormenekşe GBSK,1427.8939549276045
2012-09-28,2012-2013,Çetinkaya TSK,1616.4288910093233
2012-09-28,2012-2013,Lapta Türk Birliği SK,1401.2469840392346
2012-09-29,2012-2013,Doğan Türk Birliği,1426.0059886518695
2012-09-29,2012-2013,Cihangir GSK,1483.232846547496
2012-09-29,2012-2013,Yenicami AK,1428.6041280324093
2012-09-29,2012-2013,Küçük Kaymaklı TSK,1513.0332754844999
2012-09-29,2012-2013,Göçmenköy İYSK,1292.5001316384987
2012-09-29,2012-2013,Bostancı Bağcıl SK,1509.8144553472225
2012-09-29,2012-2013,Yalova SK,1440.4600495551754
2012-09-29,2012-2013,Ozanköy SK,1357.3271491490932
2012-09-29,2012-2013,Mormenekşe GBSK,1439.2438468103687
2012-09-29,2012-2013,Yeniboğaziçi DSK,1311.2438175596142
2012-09-29,2012-2013,Bellapais Tatlısu HOSK,1296.3639294860193
2012-09-29,2012-2013,Türkmenköy ASK,1389.237496070321
2012-09-30,2012-2013,Hamitköy ŞHSK,1502.2094512436413
2012-09-30,2012-2013,Serdarlı GB,1529.8790268260716
2012-09-30,2012-2013,Mağusa Türk Gücü,1500.96591993846
2012-09-30,2012-2013,Türk Ocağı Limasol SK,1358.0746403729709
2012-09-30,2012-2013,Gençlik Gücü TSK,1534.2959500338704
2012-09-30,2012-2013,Lefke TSK,1411.2302984129951
2012-09-30,2012-2013,Gönyeli SK,1264.8722295267876
2012-09-30,2012-2013,Görneç KSK,1378.6912832196717
2012-09-30,2012-2013,Düzkaya KOSK,1369.2887023432636
2012-09-30,2012-2013,Dumlupınar TSK,1347.1015132364796
2012-09-30,2012-2013,Binatlı YSK,1399.412831188501
2012-09-30,2012-2013,Vadili TÇBSK,1384.9598699084888
2012-09-30,2012-2013,L. Gençler Birliği SK,1376.0222383824728
2012-09-30,2012-2013,Esentepe KSKK,1394.8660526855715
2012-10-06,2012-2013,Serdarlı GB,1541.0881621597541
2012-10-06,2012-2013,Doğan Türk Birliği,1414.796853318187
2012-10-06,2012-2013,Lefke TSK,1437.568015889553
2012-10-06,2012-2013,Yenicami AK,1402.2664105558515
2012-10-06,2012-2013,Lapta Türk Birliği SK,1385.3911345471151
2012-10-06,2012-2013,Gençlik Gücü TSK,1550.1517995259899
2012-10-06,2012-2013,Türk Ocağı Limasol SK,1368.3951774057102
2012-10-06,2012-2013,Çetinkaya TSK,1606.1083539765839
2012-10-06,2012-2013,Görneç KSK,1333.798477982339
2012-10-06,2012-2013,Düzkaya KOSK,1414.1815075805964
2012-10-06,2012-2013,Yeniboğaziçi DSK,1326.9989068498116
2012-10-06,2012-2013,Bellapais Tatlısu HOSK,1280.6088401958218
2012-10-06,2012-2013,Vadili TÇBSK,1384.6308588529512
2012-10-06,2012-2013,Mormenekşe GBSK,1439.5728578659064
2012-10-06,2012-2013,Dumlupınar TSK,1313.1909994451369
2012-10-06,2012-2013,Yalova SK,1474.370563346518
2012-10-07,2012-2013,Bostancı Bağcıl SK,1505.9022893918898
2012-10-07,2012-2013,Mağusa Türk Gücü,1504.8780858937928
2012-10-07,2012-2013,Cihangir GSK,1497.5600712874473
2012-10-07,2012-2013,Göçmenköy İYSK,1278.1729068985474
2012-10-07,2012-2013,Küçük Kaymaklı TSK,1537.0011764620124
2012-10-07,2012-2013,Hamitköy ŞHSK,1478.2415502661288
2012-10-07,2012-2013,Türkmenköy ASK,1405.0841849480178
2012-10-07,2012-2013,L. Gençler Birliği SK,1360.175549504776
2012-10-07,2012-2013,Ozanköy SK,1390.5240924159427
2012-10-07,2012-2013,Binatlı YSK,1366.2158879216515
2012-10-07,2012-2013,Esentepe KSKK,1384.90299749938
2012-10-07,2012-2013,Gönyeli SK,1274.835284712979
2012-10-12,2012-2013,Çetinkaya TSK,1627.4462830596788
2012-10-12,2012-2013,Bostancı Bağcıl SK,1484.564360308795
2012-10-13,2012-2013,Mağusa Türk Gücü,1501.050725242292
2012-10-13,2012-2013,Cihangir GSK,1501.387431938948
2012-10-13,2012-2013,Gençlik Gücü TSK,1502.1003437289426
2012-10-13,2012-2013,Türk Ocağı Limasol SK,1416.4466332027575
2012-10-13,2012-2013,Düzkaya KOSK,1423.819135255346
