date,sezon,takim,elo
2013-11-23,2013-2014,L. Gençler Birliği SK,1388.6933513817976
2013-11-23,2013-2014,Binatlı YSK,1388.9830197835106
2013-11-23,2013-2014,Lapta Türk Birliği SK,1411.3934434223727
2013-11-23,2013-2014,Türkmenköy ASK,1258.5992278086019
2013-11-24,2013-2014,Gençlik Gücü TSK,1311.1480901124344
2013-11-24,2013-2014,Cihangir GSK,1517.384548575774
2013-11-24,2013-2014,Mormenekşe GBSK,1487.9308864716559
2013-11-24,2013-2014,Bostancı Bağcıl SK,1418.6144871897088
2013-11-24,2013-2014,Doğan Türk Birliği,1512.5146949156165
2013-11-24,2013-2014,Yeniboğaziçi DSK,1442.4981725361652
2013-11-24,2013-2014,Dumlupınar TSK,1424.535498628001
2013-11-24,2013-2014,Gönyeli SK,1546.2744037342802
2013-11-24,2013-2014,Göçmenköy İYSK,1325.5273217326933
2013-11-24,2013-2014,Ozanköy SK,1267.9233477179732
2013-11-24,2013-2014,Baf Ülkü Yurdu,1246.9185986155467
2013-11-24,2013-2014,Türk Ocağı Limasol SK,1278.251763343254
2013-11-30,2013-2014,Yenicami AK,1691.33692890697
2013-11-30,2013-2014,Yeniboğaziçi DSK,1430.2150740664533
2013-11-30,2013-2014,Cihangir GSK,1508.5640616121834
2013-11-30,2013-2014,Serdarlı GB,1421.6936643978343
2013-11-30,2013-2014,Lefke TSK,1535.5260218860365
2013-11-30,2013-2014,Hamitköy ŞHSK,1423.8000975629595
2013-11-30,2013-2014,Yalova SK,1291.477198324279
2013-11-30,2013-2014,Mormenekşe GBSK,1501.1185873425065
2013-11-30,2013-2014,Türkmenköy ASK,1219.5528743922607
2013-11-30,2013-2014,Türk Ocağı Limasol SK,1317.2981167595951
2013-11-30,2013-2014,Binatlı YSK,1406.8275933165473
2013-11-30,2013-2014,Lapta Türk Birliği SK,1393.548869889336
2013-11-30,2013-2014,Dumlupınar TSK,1392.6543070715047
2013-11-30,2013-2014,Baf Ülkü Yurdu,1278.799790172043
2013-12-01,2013-2014,Küçük Kaymaklı TSK,1650.7169672239115
2013-12-01,2013-2014,Gençlik Gücü TSK,1304.0567039084829
2013-12-01,2013-2014,Bostancı Bağcıl SK,1397.7316451874296
2013-12-01,2013-2014,Mağusa Türk Gücü,1484.1508199224581
2013-12-01,2013-2014,Çetinkaya TSK,1571.874354491407
2013-12-01,2013-2014,Doğan Türk Birliği,1540.5232773976788
2013-12-01,2013-2014,Esentepe KSKK,1288.4184849626968
2013-12-01,2013-2014,L. Gençler Birliği SK,1365.0551668731243
2013-12-01,2013-2014,Düzkaya KOSK,1448.5060073343877
2013-12-01,2013-2014,Akıncılar GSK,1394.668046811662
2013-12-01,2013-2014,Ozanköy SK,1231.8917938346344
2013-12-01,2013-2014,Değirmenlik SK,1377.5669402864903
2013-12-01,2013-2014,Gönyeli SK,1559.5337662762643
2013-12-01,2013-2014,Göçmenköy İYSK,1312.2679591907092
2013-12-07,2013-2014,Mağusa Türk Gücü,1451.7231804352734
2013-12-07,2013-2014,Yalova SK,1323.9048378114637
2013-12-07,2013-2014,Gençlik Gücü TSK,1279.6222602260118
2013-12-07,2013-2014,Lefke TSK,1559.9604655685075
2013-12-07,2013-2014,Yeniboğaziçi DSK,1411.2703457665505
2013-12-07,2013-2014,Cihangir GSK,1527.5087899120863
2013-12-07,2013-2014,Mormenekşe GBSK,1481.7375413532284
2013-12-07,2013-2014,Çetinkaya TSK,1591.2554004806852
2013-12-07,2013-2014,Değirmenlik SK,1404.3130462138718
2013-12-07,2013-2014,Gönyeli SK,1532.7876603488828
2013-12-07,2013-2014,Türk Ocağı Limasol SK,1298.9938887583064
2013-12-07,2013-2014,Binatlı YSK,1425.131821317836
2013-12-07,2013-2014,Göçmenköy İYSK,1293.4401467579917
2013-12-07,2013-2014,Dumlupınar TSK,1411.4821195042223
2013-12-07,2013-2014,Akıncılar GSK,1407.6965322397677
2013-12-07,2013-2014,Ozanköy SK,1218.8633084065286
2013-12-08,2013-2014,Hamitköy ŞHSK,1446.5167316396044
2013-12-08,2013-2014,Bostancı Bağcıl SK,1375.0150111107848
2013-12-08,2013-2014,Serdarlı GB,1410.7221583395697
2013-12-08,2013-2014,Küçük Kaymaklı TSK,1661.6884732821761
2013-12-08,2013-2014,Doğan Türk Birliği,1525.6350446673857
2013-12-08,2013-2014,Yenicami AK,1706.225161637263
2013-12-08,2013-2014,L. Gençler Birliği SK,1397.0770057528628
2013-12-08,2013-2014,Düzkaya KOSK,1416.4841684546493
2013-12-08,2013-2014,Lapta Türk Birliği SK,1404.699702958394
2013-12-08,2013-2014,Esentepe KSKK,1277.2676518936387
2013-12-08,2013-2014,Baf Ülkü Yurdu,1238.8893132901949
2013-12-08,2013-2014,Türkmenköy ASK,1259.4633512741088
2013-12-14,2013-2014,Cihangir GSK,1502.345845945091
2013-12-14,2013-2014,Yenicami AK,1731.3881056042583
2013-12-14,2013-2014,Lefke TSK,1577.2615057816374
2013-12-14,2013-2014,Serdarlı GB,1393.4211181264398
2013-12-14,2013-2014,Bostancı Bağcıl SK,1398.229368553168
2013-12-14,2013-2014,Gençlik Gücü TSK,1256.4079027836287
2013-12-14,2013-2014,Çetinkaya TSK,1560.8851976928083
2013-12-14,2013-2014,Mağusa Türk Gücü,1482.0933832231503
2013-12-14,2013-2014,Ozanköy SK,1193.6519581852685
2013-12-14,2013-2014,L. Gençler Birliği SK,1422.2883559741229
2013-12-14,2013-2014,Gönyeli SK,1550.7262442656108
2013-12-14,2013-2014,Akıncılar GSK,1389.7579483230397
2013-12-14,2013-2014,Göçmenköy İYSK,1267.0750546652907
2013-12-14,2013-2014,Baf Ülkü Yurdu,1265.2544053828958
2013-12-14,2013-2014,Esentepe KSKK,1308.4275469698052
2013-12-14,2013-2014,Türk Ocağı Limasol SK,1267.8339936821399
2013-12-15,2013-2014,Küçük Kaymaklı TSK,1671.7301089061164
2013-12-15,2013-2014,Yeniboğaziçi DSK,1401.2287101426102
2013-12-15,2013-2014,Yalova SK,1293.090550411325
2013-12-15,2013-2014,Hamitköy ŞHSK,1477.331019039743
2013-12-15,2013-2014,Mormenekşe GBSK,1460.8112702531037
2013-12-15,2013-2014,Doğan Türk Birliği,1546.5613157675105
2013-12-15,2013-2014,Binatlı YSK,1433.7048046718212
2013-12-15,2013-2014,Türkmenköy ASK,1250.8903679201237
2013-12-15,2013-2014,Düzkaya KOSK,1392.409735458334
2013-12-15,2013-2014,Lapta Türk Birliği SK,1428.7741359547094
2013-12-20,2013-2014,Yenicami AK,1744.7600479792945
2013-12-20,2013-2014,Küçük Kaymaklı TSK,1658.35816653108
2013-12-21,2013-2014,Gençlik Gücü TSK,1224.397538135759
2013-12-21,2013-2014,Yalova SK,1325.1009150591944
2013-12-21,2013-2014,Serdarlı GB,1358.6951654768586
2013-12-21,2013-2014,Bostancı Bağcıl SK,1432.955321202749
2013-12-21,2013-2014,Yeniboğaziçi DSK,1380.8911937339883
2013-12-21,2013-2014,Lefke TSK,1597.5990221902593
2013-12-21,2013-2014,Türk Ocağı Limasol SK,1271.5090505648786
2013-12-21,2013-2014,Düzkaya KOSK,1388.7346785755951
2013-12-21,2013-2014,Türkmenköy ASK,1270.7485989244697
2013-12-21,2013-2014,Esentepe KSKK,1288.5693159654593
2013-12-21,2013-2014,Baf Ülkü Yurdu,1271.3021560670943
2013-12-21,2013-2014,Binatlı YSK,1427.6570539876227
2013-12-21,2013-2014,Değirmenlik SK,1358.9030775162691
2013-12-21,2013-2014,Göçmenköy İYSK,1312.4850233628933
2013-12-22,2013-2014,Mağusa Türk Gücü,1510.9769338676106
2013-12-22,2013-2014,Mormenekşe GBSK,1431.9277196086434
2013-12-22,2013-2014,Hamitköy ŞHSK,1458.6848331129954
2013-12-22,2013-2014,Çetinkaya TSK,1579.531383619556
2013-12-22,2013-2014,Doğan Türk Birliği,1567.8231389633224
2013-12-22,2013-2014,Cihangir GSK,1481.084022749279
2013-12-22,2013-2014,Akıncılar GSK,1387.5634851734826
2013-12-22,2013-2014,Dumlupınar TSK,1413.6765826537794
2013-12-22,2013-2014,L. Gençler Birliği SK,1394.094852244939
2013-12-22,2013-2014,Gönyeli SK,1578.9197479947948
2013-12-22,2013-2014,Lapta Türk Birliği SK,1394.9587054786612
2013-12-22,2013-2014,Ozanköy SK,1227.4673886613168
2013-12-25,2013-2014,Dumlupınar TSK,1374.1116684509298
2013-12-25,2013-2014,Değirmenlik SK,1398.4679917191188
2014-01-25,2013-2014,Mağusa Türk Gücü,1475.6592352939367
2014-01-25,2013-2014,Doğan Türk Birliği,1603.1408375369963
2014-01-25,2013-2014,Gençlik Gücü TSK,1212.8021286893652
2014-01-25,2013-2014,Çetinkaya TSK,1591.1267930659499
2014-01-25,2013-2014,Cihangir GSK,1457.4688695584368
2014-01-25,2013-2014,Küçük Kaymaklı TSK,1681.9733197219223
2014-01-25,2013-2014,Hamitköy ŞHSK,1481.3455352855633
2014-01-25,2013-2014,Mormenekşe GBSK,1409.2670174360755
2014-01-25,2013-2014,Lapta Türk Birliği SK,1421.8063491011374
2014-01-25,2013-2014,Gönyeli SK,1552.0721043723186
2014-01-25,2013-2014,Binatlı YSK,1382.1298296015002
2014-01-25,2013-2014,Esentepe KSKK,1334.0965403515818
2014-01-25,2013-2014,Türkmenköy ASK,1311.5363669184142
2014-01-25,2013-2014,Düzkaya KOSK,1347.9469105816506
2014-01-25,2013-2014,Değirmenlik SK,1388.6278263039608
2014-01-25,2013-2014,Baf Ülkü Yurdu,1281.1423214822523
2014-01-26,2013-2014,Yeniboğaziçi DSK,1360.4344476182625
2014-01-26,2013-2014,Bostancı Bağcıl SK,1453.4120673184748
2014-01-26,2013-2014,Serdarlı GB,1353.4340989063448
2014-01-26,2013-2014,Yalova SK,1330.3619816297082
2014-01-26,2013-2014,Yenicami AK,1698.7286168394762
2014-01-26,2013-2014,Lefke TSK,1643.6304533300777
2014-01-26,2013-2014,Türk Ocağı Limasol SK,1265.6927570465832
2014-01-26,2013-2014,Ozanköy SK,1233.2836821796122
2014-01-26,2013-2014,Akıncılar GSK,1380.1572032391794
2014-01-26,2013-2014,Göçmenköy İYSK,1319.8913052971966
2014-01-26,2013-2014,L. Gençler Birliği SK,1369.5702979051805
2014-01-26,2013-2014,Dumlupınar TSK,1398.6362227906882
2014-02-01,2013-2014,Bostancı Bağcıl SK,1431.6505166686316
2014-02-01,2013-2014,Yenicami AK,1720.4901674893194
2014-02-01,2013-2014,Lefke TSK,1651.4356205839124
2014-02-01,2013-2014,Cihangir GSK,1449.663702304602
2014-02-01,2013-2014,Mormenekşe GBSK,1423.2156902549289
2014-02-01,2013-2014,Gençlik Gücü TSK,1198.8534558705119
2014-02-01,2013-2014,Çetinkaya TSK,1600.288193092899
2014-02-01,2013-2014,Serdarlı GB,1344.2726988793956
2014-02-01,2013-2014,Dumlupınar TSK,1376.5240305120021
2014-02-01,2013-2014,Lapta Türk Birliği SK,1443.9185413798234
2014-02-01,2013-2014,Ozanköy SK,1234.333425597266
2014-02-01,2013-2014,Türkmenköy ASK,1310.4866235007605
2014-02-01,2013-2014,Göçmenköy İYSK,1358.7034048136961
2014-02-01,2013-2014,L. Gençler Birliği SK,1330.758198388681
2014-02-02,2013-2014,Yalova SK,1308.6434625530333
2014-02-02,2013-2014,Yeniboğaziçi DSK,1382.1529666949375
2014-02-02,2013-2014,Mağusa Türk Gücü,1435.231916010041
2014-02-02,2013-2014,Hamitköy ŞHSK,1521.772854569459
2014-02-02,2013-2014,Doğan Türk Birliği,1624.2238618854235
2014-02-02,2013-2014,Küçük Kaymaklı TSK,1660.890295373495
2014-02-02,2013-2014,Gönyeli SK,1536.8658156960505
2014-02-02,2013-2014,Türk Ocağı Limasol SK,1280.8990457228513
2014-02-02,2013-2014,Baf Ülkü Yurdu,1280.7367893079158
2014-02-02,2013-2014,Esentepe KSKK,1334.5020725259183
2014-02-02,2013-2014,Düzkaya KOSK,1366.4634892229826
2014-02-02,2013-2014,Binatlı YSK,1363.6132509601682
2014-02-02,2013-2014,Değirmenlik SK,1404.736586796675
2014-02-02,2013-2014,Akıncılar GSK,1364.048442746465
2014-02-08,2013-2014,Gençlik Gücü TSK,1188.2158245023456
2014-02-08,2013-2014,Mağusa Türk Gücü,1445.8695473782072
2014-02-08,2013-2014,Serdarlı GB,1375.9067493874993
2014-02-08,2013-2014,Mormenekşe GBSK,1391.5816397468252
2014-02-08,2013-2014,Küçük Kaymaklı TSK,1656.9445837784504
2014-02-08,2013-2014,Lefke TSK,1655.381332178957
2014-02-08,2013-2014,Türkmenköy ASK,1319.3935122116436
2014-02-08,2013-2014,Gönyeli SK,1527.9589269851674
2014-02-08,2013-2014,Esentepe KSKK,1362.0862688503753
2014-02-08,2013-2014,Düzkaya KOSK,1338.8792928985258
2014-02-08,2013-2014,Binatlı YSK,1373.6811289436166
2014-02-08,2013-2014,Ozanköy SK,1224.2655476138175
2014-02-08,2013-2014,Akıncılar GSK,1356.2368455256785
2014-02-08,2013-2014,Baf Ülkü Yurdu,1288.5483865287024
2014-02-09,2013-2014,Yeniboğaziçi DSK,1362.067268437778
2014-02-09,2013-2014,Çetinkaya TSK,1620.3738913500586
2014-02-09,2013-2014,Hamitköy ŞHSK,1561.0281338158195
2014-02-09,2013-2014,Doğan Türk Birliği,1584.968582639063
2014-02-09,2013-2014,Cihangir GSK,1465.2468834068004
2014-02-09,2013-2014,Bostancı Bağcıl SK,1416.0673355664333
2014-02-09,2013-2014,Yenicami AK,1725.1421201321543
2014-02-09,2013-2014,Yalova SK,1303.9915099101984
2014-02-09,2013-2014,Lapta Türk Birliği SK,1462.062157948997
2014-02-09,2013-2014,Göçmenköy İYSK,1340.5597882445225
2014-02-09,2013-2014,Türk Ocağı Limasol SK,1324.9862097880477
2014-02-09,2013-2014,Dumlupınar TSK,1332.4368664468057
2014-02-09,2013-2014,L. Gençler Birliği SK,1351.5624252215728
2014-02-09,2013-2014,Değirmenlik SK,1383.9323599637833
2014-02-15,2013-2014,Çetinkaya TSK,1622.9367893471583
2014-02-15,2013-2014,Yenicami AK,1722.5792221350546
2014-02-15,2013-2014,Mormenekşe GBSK,1406.5398457562014
2014-02-15,2013-2014,Yeniboğaziçi DSK,1347.1090624284018
2014-02-15,2013-2014,Yalova SK,1329.6606365367415
2014-02-15,2013-2014,Cihangir GSK,1439.5777567802572
2014-02-15,2013-2014,Doğan Türk Birliği,1585.5678092842395
2014-02-15,2013-2014,Lefke TSK,1654.7821055337806
2014-02-15,2013-2014,Göçmenköy İYSK,1336.276760574511
2014-02-15,2013-2014,Türk Ocağı Limasol SK,1329.2692374580593
2014-02-15,2013-2014,Ozanköy SK,1200.874965822449
2014-02-15,2013-2014,Esentepe KSKK,1385.4768506417438
2014-02-15,2013-2014,Baf Ülkü Yurdu,1287.991932408301
2014-02-15,2013-2014,Düzkaya KOSK,1339.4357470189273
2014-02-15,2013-2014,Değirmenlik SK,1364.975048808585
2014-02-15,2013-2014,Lapta Türk Birliği SK,1481.0194691041954
2014-02-15,2013-2014,Dumlupınar TSK,1356.221104440312
2014-02-15,2013-2014,Türkmenköy ASK,1295.6092742181372
2014-02-15,2013-2014,Akıncılar GSK,1372.5563003359057
2014-02-15,2013-2014,L. Gençler Birliği SK,1335.2429704113456
2014-02-16,2013-2014,Bostancı Bağcıl SK,1405.6306961320029
2014-02-16,2013-2014,Küçük Kaymaklı TSK,1667.3812232128807
2014-02-16,2013-2014,Hamitköy ŞHSK,1544.086472961881
2014-02-16,2013-2014,Gençlik Gücü TSK,1205.157485356284
2014-02-16,2013-2014,Mağusa Türk Gücü,1418.718738273145
2014-02-16,2013-2014,Serdarlı GB,1403.0575584925616
2014-02-16,2013-2014,Gönyeli SK,1541.4932798449013
2014-02-16,2013-2014,Binatlı YSK,1360.1467760838827
2014-02-22,2013-2014,Gençlik Gücü TSK,1196.9657936125036
2014-02-22,2013-2014,Doğan Türk Birliği,1593.75950102802
2014-02-22,2013-2014,Cihangir GSK,1426.3947901859294
2014-02-22,2013-2014,Çetinkaya TSK,1636.1197559414861
2014-02-22,2013-2014,Lefke TSK,1660.5561151233323
2014-02-22,2013-2014,Bostancı Bağcıl SK,1399.8566865424511
2014-02-22,2013-2014,Küçük Kaymaklı TSK,1673.8211768211986
2014-02-22,2013-2014,Yalova SK,1323.2206829284237
2014-02-22,2013-2014,Esentepe KSKK,1390.867461091009
2014-02-22,2013-2014,Gönyeli SK,1536.102669395636
2014-02-22,2013-2014,Türkmenköy ASK,1328.663761048185
2014-02-22,2013-2014,Göçmenköy İYSK,1303.222273744463
2014-02-22,2013-2014,Lapta Türk Birliği SK,1492.0166669456814
2014-02-22,2013-2014,Akıncılar GSK,1361.5591024944197
2014-02-23,2013-2014,Yeniboğaziçi DSK,1318.11114947959
2014-02-23,2013-2014,Mağusa Türk Gücü,1447.7166512219567
2014-02-23,2013-2014,Serdarlı GB,1427.639190065962
2014-02-23,2013-2014,Hamitköy ŞHSK,1519.5048413884806
2014-02-23,2013-2014,Yenicami AK,1730.3019372658798
2014-02-23,2013-2014,Mormenekşe GBSK,1398.8171306253762
2014-02-23,2013-2014,Düzkaya KOSK,1329.106489615813
2014-02-23,2013-2014,Ozanköy SK,1211.2042232255633
2014-02-23,2013-2014,L. Gençler Birliği SK,1359.769294667452
2014-02-23,2013-2014,Baf Ülkü Yurdu,1263.4656081521946
2014-02-23,2013-2014,Binatlı YSK,1376.5078891138621
2014-02-23,2013-2014,Dumlupınar TSK,1339.8599914103327
2014-02-23,2013-2014,Türk Ocağı Limasol SK,1357.1749207946027
2014-02-23,2013-2014,Değirmenlik SK,1337.0693654720415
2014-03-01,2013-2014,Mormenekşe GBSK,1376.956149624846
2014-03-01,2013-2014,Cihangir GSK,1448.2557711864597
2014-03-01,2013-2014,Gençlik Gücü TSK,1180.6217362190946
2014-03-01,2013-2014,Serdarlı GB,1443.9832474593711
2014-03-01,2013-2014,Hamitköy ŞHSK,1526.7738465309983
2014-03-01,2013-2014,Yeniboğaziçi DSK,1310.8421443370723
2014-03-01,2013-2014,Değirmenlik SK,1353.181727189352
2014-03-01,2013-2014,Türkmenköy ASK,1312.5513993308746
2014-03-01,2013-2014,Göçmenköy İYSK,1323.9866826985335
2014-03-01,2013-2014,Binatlı YSK,1355.7434801597917
2014-03-01,2013-2014,L. Gençler Birliği SK,1395.9192454481522
2014-03-01,2013-2014,Lapta Türk Birliği SK,1455.8667161649812
2014-03-01,2013-2014,Akıncılar GSK,1311.2722502620409
2014-03-01,2013-2014,Türk Ocağı Limasol SK,1407.4617730269815
2014-03-02,2013-2014,Yalova SK,1336.481666601249
2014-03-02,2013-2014,Lefke TSK,1647.2951314505071
2014-03-02,2013-2014,Doğan Türk Birliği,1545.0530291105426
2014-03-02,2013-2014,Bostancı Bağcıl SK,1448.5631584599284
2014-03-02,2013-2014,Çetinkaya TSK,1654.8379060979607
2014-03-02,2013-2014,Küçük Kaymaklı TSK,1655.103026664724
2014-03-02,2013-2014,Mağusa Türk Gücü,1439.0235171408451
2014-03-02,2013-2014,Yenicami AK,1738.9950713469914
2014-03-02,2013-2014,Baf Ülkü Yurdu,1237.2192058971573
2014-03-02,2013-2014,Ozanköy SK,1237.4506254806006
2014-03-02,2013-2014,Dumlupınar TSK,1339.3424553158386
2014-03-02,2013-2014,Esentepe KSKK,1391.3849971855032
2014-03-02,2013-2014,Gönyeli SK,1543.1818123634578
2014-03-02,2013-2014,Düzkaya KOSK,1322.0273466479912
2014-03-08,2013-2014,Cihangir GSK,1464.3223663759693
2014-03-08,2013-2014,Mağusa Türk Gücü,1422.9569219513355
2014-03-08,2013-2014,Lefke TSK,1672.7997181212327
2014-03-08,2013-2014,Çetinkaya TSK,1629.3333194272352
2014-03-08,2013-2014,Bostancı Bağcıl SK,1459.395054252227
2014-03-08,2013-2014,Yalova SK,1325.6497708089503
2014-03-08,2013-2014,Küçük Kaymaklı TSK,1660.1003159028573
2014-03-08,2013-2014,Mormenekşe GBSK,1371.9588603867126
2014-03-08,2013-2014,Yeniboğaziçi DSK,1320.8692858285297
2014-03-08,2013-2014,Gençlik Gücü TSK,1170.5945947276373
2014-03-08,2013-2014,Ozanköy SK,1222.7867315287538
2014-03-08,2013-2014,Gönyeli SK,1557.8457063153046
2014-03-08,2013-2014,Binatlı YSK,1372.1805614403115
2014-03-08,2013-2014,Değirmenlik SK,1336.7446459088321
2014-03-08,2013-2014,Düzkaya KOSK,1319.5824951591455
2014-03-08,2013-2014,Dumlupınar TSK,1341.7873068046842
2014-03-08,2013-2014,Türk Ocağı Limasol SK,1431.3701499570338
2014-03-08,2013-2014,L. Gençler Birliği SK,1372.0108685180999
2014-03-09,2013-2014,Yenicami AK,1754.5326722660523
2014-03-09,2013-2014,Hamitköy ŞHSK,1511.2362456119374
2014-03-09,2013-2014,Serdarlı GB,1466.3364636696806
2014-03-09,2013-2014,Doğan Türk Birliği,1522.6998129002332
2014-03-09,2013-2014,Lapta Türk Birliği SK,1422.5635143793627
2014-03-09,2013-2014,Baf Ülkü Yurdu,1270.5224076827758
2014-03-09,2013-2014,Türkmenköy ASK,1309.0600167977243
2014-03-09,2013-2014,Akıncılar GSK,1314.7636327951911
2014-03-09,2013-2014,Esentepe KSKK,1404.3632784707304
2014-03-09,2013-2014,Göçmenköy İYSK,1311.0084014133063
2014-03-15,2013-2014,Gençlik Gücü TSK,1167.091575595966
2014-03-15,2013-2014,Yenicami AK,1758.0356913977234
2014-03-15,2013-2014,Serdarlı GB,1483.9281305484737
2014-03-15,2013-2014,Yeniboğaziçi DSK,1303.2776189497365
2014-03-15,2013-2014,Doğan Türk Birliği,1535.6829151813547
2014-03-15,2013-2014,Yalova SK,1312.6666685278287
2014-03-15,2013-2014,Mormenekşe GBSK,1403.9594815583118
2014-03-15,2013-2014,Lefke TSK,1640.7990969496334
2014-03-15,2013-2014,Lapta Türk Birliği SK,1439.6377306950706
2014-03-15,2013-2014,Türk Ocağı Limasol SK,1414.295933641326
2014-03-15,2013-2014,Değirmenlik SK,1307.4023861046562
2014-03-15,2013-2014,Esentepe KSKK,1433.7055382749063
2014-03-15,2013-2014,Göçmenköy İYSK,1340.8653577166901
2014-03-15,2013-2014,Düzkaya KOSK,1289.7255388557617
2014-03-15,2013-2014,Dumlupınar TSK,1332.3074907074713
2014-03-15,2013-2014,Ozanköy SK,1232.2665476259667
2014-03-16,2013-2014,Mağusa Türk Gücü,1403.0757665351537
2014-03-16,2013-2014,Küçük Kaymaklı TSK,1679.9814713190392
2014-03-16,2013-2014,Çetinkaya TSK,1617.7419120276138
2014-03-16,2013-2014,Bostancı Bağcıl SK,1470.9864616518485
2014-03-16,2013-2014,Hamitköy ŞHSK,1462.5475918019868
2014-03-16,2013-2014,Cihangir GSK,1513.01102018592
2014-03-16,2013-2014,Baf Ülkü Yurdu,1262.0134125927461
2014-03-16,2013-2014,Gönyeli SK,1566.3547014053343
2014-03-16,2013-2014,Akıncılar GSK,1334.6149419948833
2014-03-16,2013-2014,Binatlı YSK,1352.3292522406193
2014-03-16,2013-2014,L. Gençler Birliği SK,1400.0688199068402
2014-03-16,2013-2014,Türkmenköy ASK,1281.002065408984
2014-03-22,2013-2014,Bostancı Bağcıl SK,1490.4820055095372
2014-03-22,2013-2014,Mormenekşe GBSK,1384.463937700623
2014-03-22,2013-2014,Cihangir GSK,1520.942895824394
2014-03-22,2013-2014,Gençlik Gücü TSK,1159.159699957492
2014-03-22,2013-2014,Lefke TSK,1651.4857999412775
2014-03-22,2013-2014,Mağusa Türk Gücü,1392.3890635435096
2014-03-22,2013-2014,Yenicami AK,1743.1355515295145
2014-03-22,2013-2014,Serdarlı GB,1498.8282704166827
2014-03-22,2013-2014,Türkmenköy ASK,1266.5322117051219
2014-03-22,2013-2014,Lapta Türk Birliği SK,1454.1075843989327
2014-03-22,2013-2014,Türk Ocağı Limasol SK,1423.3993459761525
2014-03-22,2013-2014,Baf Ülkü Yurdu,1252.9100002579196
2014-03-22,2013-2014,Binatlı YSK,1331.6237778331754
2014-03-22,2013-2014,L. Gençler Birliği SK,1420.7742943142841
2014-03-22,2013-2014,Düzkaya KOSK,1307.3012021487166
2014-03-22,2013-2014,Değirmenlik SK,1289.8267228117013
2014-03-23,2013-2014,Küçük Kaymaklı TSK,1697.6630546899692
2014-03-23,2013-2014,Hamitköy ŞHSK,1444.8660084310568
2014-03-23,2013-2014,Yalova SK,1304.8221410710837
2014-03-23,2013-2014,Çetinkaya TSK,1625.5864394843588
2014-03-23,2013-2014,Yeniboğaziçi DSK,1312.4604396889147
2014-03-23,2013-2014,Doğan Türk Birliği,1526.5000944421765
2014-03-23,2013-2014,Ozanköy SK,1255.0460159008971
2014-03-23,2013-2014,Göçmenköy İYSK,1318.0858894417597
2014-03-23,2013-2014,Gönyeli SK,1532.5716931728477
2014-03-23,2013-2014,Dumlupınar TSK,1366.0904989399578
2014-03-23,2013-2014,Esentepe KSKK,1445.138123540952
2014-03-23,2013-2014,Akıncılar GSK,1323.1823567288377
2014-03-29,2013-2014,Doğan Türk Birliği,1508.7406410641893
2014-03-29,2013-2014,Çetinkaya TSK,1643.345892862346
2014-03-29,2013-2014,Hamitköy ŞHSK,1432.8383837426463
2014-03-29,2013-2014,Lefke TSK,1663.513424629688
2014-03-29,2013-2014,Mağusa Türk Gücü,1431.2111711376624
2014-03-29,2013-2014,Bostancı Bağcıl SK,1451.6598979153844
2014-03-29,2013-2014,Baf Ülkü Yurdu,1298.9852593585888
2014-03-29,2013-2014,Dumlupınar TSK,1320.0152398392884
2014-03-29,2013-2014,Akıncılar GSK,1352.6200105172197
2014-03-29,2013-2014,Düzkaya KOSK,1277.8635483603346
2014-03-29,2013-2014,L. Gençler Birliği SK,1398.7300750896316
2014-03-29,2013-2014,Esentepe KSKK,1467.1823427656045
2014-03-30,2013-2014,Yeniboğaziçi DSK,1305.0504554945405
2014-03-30,2013-2014,Yenicami AK,1750.5455357238886
2014-03-30,2013-2014,Serdarlı GB,1496.6560157516635
2014-03-30,2013-2014,Cihangir GSK,1523.1151504894133
2014-03-30,2013-2014,Gençlik Gücü TSK,1154.6721682458583
2014-03-30,2013-2014,Küçük Kaymaklı TSK,1702.1505864016028
2014-03-30,2013-2014,Mormenekşe GBSK,1406.108225242787
2014-03-30,2013-2014,Yalova SK,1283.1778535289197
2014-03-30,2013-2014,Lapta Türk Birliği SK,1464.473046058653
2014-03-30,2013-2014,Binatlı YSK,1321.2583161734551
2014-03-30,2013-2014,Türk Ocağı Limasol SK,1439.0079027075358
2014-03-30,2013-2014,Türkmenköy ASK,1250.9236549737386
2014-03-30,2013-2014,Değirmenlik SK,1315.5087057483045
2014-03-30,2013-2014,Ozanköy SK,1229.364032964294
2014-03-30,2013-2014,Göçmenköy İYSK,1346.435649342712
2014-03-30,2013-2014,Gönyeli SK,1504.2219332718955
2014-04-05,2013-2014,Yalova SK,1268.1397237837102
2014-04-05,2013-2014,Mağusa Türk Gücü,1446.249300882872
2014-04-05,2013-2014,Yenicami AK,1761.0212153655834
2014-04-05,2013-2014,Doğan Türk Birliği,1498.2649614224945
2014-04-05,2013-2014,Cihangir GSK,1533.1884380565432
2014-04-05,2013-2014,Yeniboğaziçi DSK,1294.9771679274106
2014-04-05,2013-2014,Bostancı Bağcıl SK,1447.1988400532575
2014-04-05,2013-2014,Hamitköy ŞHSK,1437.2994416047732
2014-04-05,2013-2014,Lefke TSK,1666.976739979884
2014-04-05,2013-2014,Gençlik Gücü TSK,1151.2088528956622
2014-04-05,2013-2014,Çetinkaya TSK,1592.5276441643316
2014-04-05,2013-2014,Mormenekşe GBSK,1456.9264739408015
2014-04-05,2013-2014,Küçük Kaymaklı TSK,1716.4098780719683
2014-04-05,2013-2014,Serdarlı GB,1482.396724081298
