match_id,date,sezon,lig,home,away,hg,ag,sonuc,elo_home_pre,elo_away_pre,elo_diff,elo_diff_hfa,p_exp_home,elo_home_post,elo_away_post
3153,2012-12-23,2012-2013,Süper Lig,Yenicami AK,Gençlik Gücü TSK,3,2,H,1623.945154901647,1420.9181657552267,203.0269891464202,263.0269891464202,0.8196687799854268,1631.1584037022299,1413.7049169546437
3154,2012-12-23,2012-2013,Süper Lig,Lapta Türk Birliği SK,Mağusa Türk Gücü,2,4,A,1423.0247649003734,1494.2100724498407,-71.18530754946732,-11.185307549467325,0.48390860739490493,1393.9902484566792,1523.244588893535
3155,2012-12-23,2012-2013,Süper Lig,Bostancı Bağcıl SK,Doğan Türk Birliği,3,1,H,1505.1642858869557,1438.6979539138842,66.46633197307142,126.46633197307142,0.6743659534379279,1524.70232868068,1419.15991112016
3195,2012-12-23,2012-2013,1. Lig,L. Gençler Birliği SK,Bellapais Tatlısu HOSK,4,2,H,1442.0984144401032,1323.6829096048987,118.4155048352045,178.4155048352045,0.736342063783788,1457.917890613076,1307.8634334319258
3196,2012-12-23,2012-2013,1. Lig,Türkmenköy ASK,Mormenekşe GBSK,1,4,A,1385.4525686039328,1425.8082036359365,-40.35563503200365,19.644364967996353,0.5282404262976271,1348.475738763099,1462.7850334767704
3197,2012-12-23,2012-2013,1. Lig,Vadili TÇBSK,Yalova SK,4,5,A,1166.1145498407172,1465.8538616479157,-299.7393118071984,-239.73931180719842,0.2010009031745506,1158.0745137137353,1473.8938977748976
3371,2013-02-02,2012-2013,Süper Lig,Cihangir GSK,Doğan Türk Birliği,0,2,A,1406.0349140414467,1419.15991112016,-13.12499707871325,46.87500292128675,0.5670522026715764,1372.011781881152,1453.1830432804545
3372,2013-02-02,2012-2013,Süper Lig,Küçük Kaymaklı TSK,Yenicami AK,1,1,D,1649.6837743882788,1631.1584037022299,18.525370686048973,78.52537068604897,0.6111213886998841,1645.2389188402835,1635.6032592502252
3373,2013-02-02,2012-2013,Süper Lig,Bostancı Bağcıl SK,Göçmenköy İYSK,4,0,H,1524.70232868068,1162.0795849854517,362.62274369522834,422.62274369522834,0.9192954105220265,1530.755172891528,1156.0267407746037
3374,2013-02-02,2012-2013,Süper Lig,Lefke TSK,Gençlik Gücü TSK,2,0,H,1416.6513913451454,1413.7049169546437,2.946474390501635,62.946474390501635,0.5896089497710942,1441.2748543588798,1389.0814539409093
3385,2013-02-02,2012-2013,1. Lig,Ozanköy SK,Yalova SK,1,0,H,1401.5128333648563,1473.8938977748976,-72.38106441004129,-12.38106441004129,0.4821897544351573,1422.22524318745,1453.181487952304
3386,2013-02-02,2012-2013,1. Lig,Türkmenköy ASK,Bellapais Tatlısu HOSK,2,1,H,1348.475738763099,1307.8634334319258,40.61230533117305,100.61230533117305,0.6408766279400153,1362.8406736454983,1293.4984985495264
3387,2013-02-02,2012-2013,1. Lig,Görneç KSK,Gönyeli SK,1,1,D,1387.3273513379463,1334.2063035312062,53.12104780674008,113.12104780674008,0.657275669512585,1381.0363245574429,1340.4973303117097
3388,2013-02-02,2012-2013,1. Lig,Dumlupınar TSK,Düzkaya KOSK,2,1,H,1278.408128815742,1440.472912966247,-162.06478415050492,-102.06478415050492,0.357201299261668,1304.1200768452752,1414.7609649367137
3389,2013-02-02,2012-2013,1. Lig,Vadili TÇBSK,Binatlı YSK,1,1,D,1158.0745137137353,1295.5185569591822,-137.4440432454469,-77.44404324544689,0.3903589243229998,1162.4601567408154,1291.1329139321022
3375,2013-02-03,2012-2013,Süper Lig,Lapta Türk Birliği SK,Çetinkaya TSK,1,3,A,1393.9902484566792,1705.8248887800614,-311.83464032338225,-251.83464032338225,0.19005132383482037,1382.58716902659,1717.2279682101507
3376,2013-02-03,2012-2013,Süper Lig,Serdarlı GB,Hamitköy ŞHSK,4,0,H,1440.8481511225993,1435.749248328865,5.098902793734396,65.0989027937344,0.5926036881301278,1471.4028745128398,1405.1945249386245
3377,2013-02-03,2012-2013,Süper Lig,Türk Ocağı Limasol SK,Mağusa Türk Gücü,1,3,A,1384.6896367787872,1523.244588893535,-138.55495211474772,-78.55495211474772,0.388838143633358,1361.3593481607857,1546.5748775115364
