2,20230204,1400,18253,50,6,0,2,0
1,20230205,1400,18240,44,5,1,1,0
1,20230205,1400,18241,17,1,3,2,0
2,20230205,1400,18255,9,24,1,5,0
2,20230205,1400,18256,52,2,1,3,0
2,20230205,1400,18257,49,46,1,1,0
2,20230222,1330,18254,51,28,2,3,0
1,20230225,1400,18343,47,14,1,1,0
2,20230225,1400,18350,28,25,1,1,0
2,20230225,1400,18351,26,23,1,0,0
2,20230225,1400,18352,46,45,1,2,0
2,20230225,1400,18353,24,52,7,0,0
1,20230226,1400,18344,15,21,1,0,0
1,20230226,1400,18345,19,18,3,0,0
1,20230226,1400,18346,1,13,1,2,0
1,20230226,1400,18347,44,40,2,3,0
2,20230226,1400,18354,6,37,3,2,0
2,20230226,1400,18355,50,9,0,0,0
2,20230226,1400,18356,2,49,1,2,0
2,20230226,1400,18357,42,51,2,4,0
1,20230227,1800,18348,0,17,3,1,0
1,20230227,1800,18349,5,7,2,0,0
1,20230304,1400,18382,14,1,1,2,0
1,20230304,1400,18383,21,19,0,1,0
1,20230304,1400,18384,18,44,2,3,0
1,20230304,1400,18385,7,16,4,3,0
2,20230304,1400,18389,49,24,1,3,0
2,20230304,1400,18390,9,6,1,2,0
2,20230304,1400,18391,23,28,4,2,0
2,20230304,1400,18392,51,46,2,0,0
1,20230305,1400,18386,40,5,4,3,0
1,20230305,1400,18387,13,0,5,3,0
1,20230305,1400,18388,17,15,1,1,0
2,20230305,1400,18393,52,50,2,2,0
2,20230305,1400,18394,45,2,0,0,0
2,20230305,1400,18395,37,26,0,3,0
2,20230305,1400,18396,25,42,1,1,0
1,20230310,1800,18422,0,14,0,3,0
1,20230310,1800,18425,5,16,5,0,0
1,20230311,1500,18423,19,17,2,3,0
1,20230311,1500,18424,47,7,0,4,0
2,20230311,1500,18443,28,37,0,1,0
2,20230311,1500,18444,2,51,0,1,0
2,20230311,1500,18445,50,49,2,2,0
1,20230312,1500,18427,44,21,3,0,0
1,20230312,1500,18428,15,13,0,0,0
2,20230312,1500,18446,24,45,5,0,0
2,20230312,1500,18447,42,23,1,3,0
2,20230312,1500,18448,46,25,0,5,0
2,20230312,1500,18449,6,26,1,2,0
2,20230312,1500,18450,9,52,1,2,0
1,20230318,1500,18429,21,40,1,1,0
1,20230318,1500,18430,17,44,3,2,0
2,20230318,1500,18451,51,24,2,2,0
2,20230318,1500,18452,52,6,0,3,0
2,20230318,1500,18453,25,2,2,0,0
2,20230318,1500,18454,49,9,1,1,0
2,20230318,1500,18455,45,50,2,4,0
2,20230318,1500,18456,37,42,1,0,0
1,20230319,1500,18431,16,47,2,2,0
1,20230319,1500,18432,18,5,1,2,0
1,20230319,1500,18433,7,1,5,0,0
1,20230319,1500,18434,13,19,3,0,0
1,20230319,1500,18435,14,15,2,0,0
2,20230319,1500,18457,26,28,2,2,0
2,20230319,1500,18458,23,46,4,2,0
2,20230321,1500,18459,24,25,0,1,0
2,20230321,1500,18460,9,45,4,1,0
2,20230321,1500,18461,52,49,4,2,0
2,20230321,1500,18462,50,51,1,2,0
1,20230322,1500,18426,40,18,1,2,0
2,20230322,1500,18463,46,37,1,1,0
2,20230322,1500,18464,6,28,1,2,0
2,20230322,1500,18465,2,23,2,1,0
2,20230322,1500,18466,42,26,2,1,0
1,20230325,1500,18436,0,7,2,5,0
1,20230325,1500,18437,5,47,4,0,0
1,20230325,1500,18438,19,14,3,0,0
2,20230325,1500,18467,51,9,1,2,0
2,20230325,1500,18468,45,52,5,1,0
2,20230325,1500,18469,25,50,2,2,0
1,20230326,1500,18439,1,16,1,1,0
1,20230326,1500,18440,18,21,2,3,0
1,20230326,1500,18441,40,17,2,1,0
1,20230326,1500,18442,44,13,1,0,0
2,20230326,1500,18470,26,46,2,3,0
2,20230326,1500,18471,23,24,1,4,0
2,20230326,1500,18472,49,6,0,1,0
2,20230326,1500,18473,37,2,1,0,0
2,20230326,1500,18474,28,42,1,0,0
1,20230401,1600,18661,16,0,0,3,0
1,20230401,1600,18662,7,15,3,0,0
1,20230401,1600,18665,13,40,1,2,0
2,20230401,1600,18689,9,25,0,0,0
2,20230401,1600,18690,46,28,0,2,0
2,20230401,1600,18691,24,37,2,1,0
2,20230401,1600,18693,6,42,4,1,0
2,20230401,1600,18694,52,51,1,3,0
1,20230402,1600,18663,21,5,2,3,0
1,20230402,1600,18664,14,44,0,1,0
1,20230402,1600,18666,47,1,0,1,0
1,20230402,1600,18667,17,18,0,1,0
2,20230402,1600,18692,2,26,2,0,0
2,20230402,1600,18695,50,23,1,0,0
2,20230402,1600,18696,49,45,1,1,0
