2,20241123,1400,21460,21,33,2,0,0
2,20241123,1400,21462,9,42,6,3,0
2,20241123,1400,21463,14,23,2,3,0
1,20241124,1400,21338,18,25,1,0,0
1,20241124,1400,21340,19,44,2,0,0
1,20241124,1400,21344,7,13,5,1,0
2,20241124,1400,21457,11,28,1,1,0
2,20241124,1400,21459,29,2,1,1,0
2,20241124,1400,21461,49,53,1,0,0
2,20241124,1400,21464,6,41,2,3,0
1,20241125,1830,21337,30,5,2,2,0
1,20241125,1830,21343,0,47,4,2,0
1,20241129,1830,21347,17,44,0,3,0
1,20241130,1400,21348,16,30,1,0,0
1,20241130,1400,21349,48,15,2,0,0
1,20241130,1400,21352,7,19,2,1,0
2,20241130,1400,21467,2,33,2,0,0
2,20241130,1400,21468,53,11,1,0,0
2,20241130,1400,21471,41,14,2,1,0
2,20241130,1400,21472,6,21,3,0,0
1,20241201,1400,21346,25,51,5,0,0
1,20241201,1400,21350,47,40,1,2,0
1,20241201,1400,21351,13,0,4,3,0
2,20241201,1400,21465,28,24,3,0,0
2,20241201,1400,21466,1,29,6,1,0
2,20241201,1400,21469,42,49,4,0,0
2,20241201,1400,21470,23,9,2,1,0
1,20241202,1830,21345,5,18,2,2,0
1,20241206,1830,21360,0,7,1,1,0
1,20241207,1400,21354,44,25,2,0,0
1,20241207,1400,21355,19,17,2,1,0
1,20241207,1400,21357,30,48,0,3,0
1,20241207,1400,21358,15,47,1,2,0
2,20241207,1400,21473,29,28,0,3,0
2,20241207,1400,21475,21,2,1,0,0
2,20241207,1400,21476,24,53,3,0,0
2,20241207,1400,21478,49,23,0,2,0
1,20241208,1400,21353,51,5,0,1,0
1,20241208,1400,21359,40,13,5,2,0
2,20241208,1400,21474,33,1,0,1,0
2,20241208,1400,21477,11,42,3,2,0
2,20241208,1400,21479,9,41,1,1,0
2,20241208,1400,21480,14,6,1,2,0
1,20241209,1830,21356,18,16,1,2,0
1,20241213,1830,21368,0,19,1,0,0
1,20241214,1400,21361,5,44,1,3,0
1,20241214,1400,21362,25,17,2,0,0
1,20241214,1400,21365,47,30,1,0,0
2,20241214,1400,21481,28,33,2,1,0
2,20241214,1400,21482,1,2,3,0,0
2,20241214,1400,21484,42,24,0,6,0
2,20241214,1400,21486,41,49,1,1,0
2,20241214,1400,21487,6,9,3,2,0
1,20241215,1400,21363,16,51,6,1,0
1,20241215,1400,21366,13,15,2,4,0
1,20241215,1400,21367,7,40,3,1,0
2,20241215,1400,21483,53,29,5,1,0
2,20241215,1400,21485,23,11,1,0,0
2,20241215,1400,21488,14,21,2,0,0
1,20241216,1830,21364,48,18,3,0,0
1,20241220,1830,21369,17,5,2,3,0
1,20241221,1400,21370,19,25,2,2,0
1,20241221,1400,21372,51,48,0,2,0
1,20241221,1400,21373,18,47,0,3,0
1,20241221,1400,21375,15,7,2,4,0
2,20241221,1400,21490,21,1,3,1,0
2,20241221,1400,21491,33,53,0,2,0
2,20241221,1400,21492,29,42,0,0,0
2,20241221,1400,21493,24,23,0,1,0
1,20241222,1400,21374,30,13,0,2,0
1,20241222,1400,21376,40,0,2,2,0
2,20241222,1400,21489,2,28,0,1,0
2,20241222,1400,21494,11,41,0,3,0
2,20241222,1400,21495,49,6,2,2,0
2,20241222,1400,21496,9,14,0,1,0
1,20241223,1830,21371,44,16,4,2,0
1,20241227,1830,21377,5,25,3,1,0
1,20241227,1830,21380,47,51,1,2,0
1,20241228,1400,21381,13,18,2,2,0
1,20241228,1400,21382,7,30,2,0,0
1,20241228,1400,21383,0,15,5,0,0
1,20241228,1400,21384,40,19,0,2,0
2,20241228,1400,21497,28,1,1,5,0
2,20241228,1400,21502,6,11,2,1,0
1,20241229,1400,21378,16,17,3,2,0
1,20241229,1400,21379,48,44,1,0,0
2,20241229,1400,21498,53,2,2,0,0
2,20241229,1400,21499,42,33,1,1,0
2,20241229,1400,21500,23,29,1,0,0
2,20241229,1400,21503,14,49,1,1,0
2,20241229,1400,21504,9,21,0,1,0
2,20250102,1400,21501,41,24,2,4,0
1,20250125,1400,22059,0,30,2,3,0
1,20250125,1400,22060,13,51,1,1,0
1,20250125,1400,22061,19,5,1,1,0
1,20250125,1400,22062,7,18,2,2,0
2,20250125,1400,22075,53,1,2,1,0
2,20250125,1400,22076,21,28,1,1,0
2,20250125,1400,22077,41,29,2,0,0
2,20250125,1400,22078,9,49,1,0,0
1,20250126,1400,22063,48,17,0,3,1
1,20250126,1400,22064,16,25,3,3,0
1,20250126,1400,22065,40,15,0,1,0
2,20250126,1400,22079,6,24,2,1,0
2,20250126,1400,22080,42,2,3,0,0
2,20250126,1400,22081,14,11,4,0,0
2,20250126,1400,22082,23,33,1,0,0
1,20250127,1830,22066,47,44,2,0,0
1,20250131,1830,22067,30,40,0,0,0
1,20250201,1400,22068,51,7,1,6,0
1,20250201,1400,22069,25,48,3,0,1
1,20250201,1400,22070,5,16,4,2,0
1,20250201,1400,22071,18,0,1,4,0
2,20250201,1400,22083,24,14,0,1,0
2,20250201,1400,22084,11,9,1,4,0
2,20250201,1400,22085,28,53,4,1,0
2,20250201,1400,22086,1,42,6,1,0
1,20250202,1400,22072,15,19,1,1,0
1,20250202,1400,22073,44,13,0,1,0
1,20250202,1400,22074,17,47,1,3,0
2,20250202,1400,22087,29,6,0,0,0
2,20250202,1400,22088,49,21,1,1,0
2,20250202,1400,22089,2,23,1,0,0
2,20250202,1400,22090,33,41,1,0,0
1,20250207,1830,22180,7,44,1,0,0
1,20250207,1830,22181,0,51,1,3,0
1,20250208,1400,22182,15,30,3,0,0
1,20250208,1400,22183,13,17,3,2,0
1,20250208,1400,22184,19,16,2,0,0
1,20250208,1400,22185,40,18,2,0,0
1,20250208,1400,22186,48,5,0,3,1
1,20250208,1730,22187,47,25,2,1,0
2,20250208,1400,22188,21,53,2,4,0
2,20250208,1400,22189,41,2,3,3,0
2,20250208,1400,22190,14,29,0,0,0
2,20250209,1400,22191,9,24,1,2,0
2,20250209,1400,22192,23,1,0,0,0
2,20250209,1400,22193,42,28,1,2,0
2,20250209,1400,22194,49,11,6,0,0
2,20250209,1400,22195,6,33,0,1,0
1,20250215,1400,22196,16,48,3,0,1
1,20250215,1400,22197,25,13,1,1,0
2,20250215,1400,22204,11,21,1,3,0
2,20250215,1400,22205,2,6,1,1,0
2,20250215,1400,22206,28,23,2,4,0
2,20250215,1400,22207,1,41,4,2,0
2,20250215,1400,22209,29,9,1,1,0
2,20250215,1400,22211,24,49,0,3,0
1,20250216,1400,22198,30,19,2,3,0
1,20250216,1400,22200,51,40,2,1,0
1,20250216,1400,22202,44,0,0,2,0
1,20250216,1400,22203,17,7,3,5,0
2,20250216,1400,22208,33,14,1,0,0
2,20250216,1400,22210,53,42,3,0,0
1,20250217,1830,22199,18,15,1,2,0
1,20250217,1830,22201,5,47,3,0,0
1,20250222,1400,22254,0,17,4,0,0
1,20250222,1400,22255,7,25,5,0,0
1,20250222,1400,22256,19,48,3,0,1
1,20250222,1400,22257,40,44,0,2,0
2,20250222,1400,22318,6,1,0,5,0
2,20250222,1400,22319,14,2,1,0,0
2,20250222,1400,22320,41,28,1,2,0
2,20250222,1400,22321,21,42,3,0,0
2,20250222,1400,22322,49,29,2,1,0
1,20250223,1400,22258,13,5,0,3,0
1,20250223,1400,22259,30,18,0,2,0
1,20250223,1400,22260,47,16,2,2,0
1,20250223,1400,22261,15,51,3,1,0
2,20250223,1400,22323,11,24,0,4,0
2,20250223,1400,22324,9,33,2,1,0
2,20250223,1400,22325,23,53,1,0,0
1,20250228,1830,22262,5,7,1,1,0
1,20250228,1830,22264,18,19,0,4,0
1,20250301,1400,22263,25,0,1,2,0
1,20250301,1400,22265,51,30,1,1,0
1,20250301,1400,22266,44,15,1,0,0
1,20250301,1400,22267,17,40,4,1,0
1,20250301,1400,22268,16,13,2,3,0
2,20250301,1400,22326,28,6,0,0,0
2,20250301,1400,22328,33,49,2,1,0
2,20250301,1400,22329,2,9,2,3,0
2,20250302,1400,22327,29,11,3,1,0
2,20250302,1400,22330,1,14,0,1,0
2,20250302,1400,22331,24,21,2,1,0
2,20250302,1400,22332,42,23,1,2,0
2,20250302,1400,22333,53,41,2,0,0
1,20250307,1830,22270,0,5,1,2,0
2,20250308,1400,22334,9,1,1,0,0
2,20250308,1400,22335,21,23,1,1,0
2,20250308,1400,22336,24,29,2,0,0
2,20250308,1400,22337,41,42,1,2,0
2,20250308,1400,22338,11,33,1,2,0
2,20250308,1400,22339,6,53,3,2,0
2,20250308,1400,22340,49,2,3,1,0
2,20250308,1400,22341,14,28,2,1,0
1,20250309,1400,22272,15,17,2,1,0
1,20250309,1400,22273,7,16,7,0,0
1,20250309,1400,22274,40,25,0,1,0
1,20250309,1400,22275,30,44,0,3,0
1,20250309,1400,22276,19,47,1,3,0
1,20250309,1400,22277,18,51,1,3,0
1,20250314,1830,22279,5,40,1,0,0
1,20250315,1400,22280,51,19,1,2,0
1,20250315,1400,22281,44,18,0,2,0
1,20250315,1400,22282,17,30,2,1,0
1,20250315,1400,22283,25,15,0,1,0
2,20250315,1400,22342,53,14,1,1,0
2,20250315,1400,22343,33,24,2,1,0
2,20250315,1400,22344,23,41,3,0,0
1,20250316,1400,22284,16,0,1,2,0
1,20250316,1400,22285,47,13,2,0,0
2,20250316,1400,22345,29,21,0,2,0
2,20250316,1400,22346,42,6,2,1,0
2,20250316,1400,22347,28,9,0,4,0
2,20250316,1400,22348,2,11,6,0,0
2,20250316,1400,22349,1,49,0,1,0
2,20250322,1400,22580,11,1,0,6,0
2,20250322,1400,22581,24,2,2,1,0
2,20250322,1400,22582,49,28,4,1,0
2,20250322,1400,22583,6,23,1,1,0
2,20250322,1400,22584,14,42,2,0,0
2,20250322,1400,22585,29,33,1,1,0
2,20250322,1400,22586,21,41,3,0,0
2,20250322,1400,22587,9,53,1,0,0
1,20250323,1400,22548,18,17,0,3,0
1,20250323,1400,22549,40,16,3,0,0
1,20250323,1400,22550,30,25,1,3,0
1,20250323,1400,22551,15,5,2,3,0
1,20250323,1400,22552,19,13,2,2,0
1,20250323,1400,22553,51,44,5,3,0
1,20250323,1400,22554,7,47,3,2,0
1,20250328,1900,22556,44,19,4,2,0
1,20250328,1900,22557,5,30,5,1,0
1,20250328,1900,22558,17,51,4,1,0
1,20250329,1400,22559,13,7,1,2,0
1,20250329,1400,22560,47,0,0,1,0
1,20250329,1400,22561,25,18,2,5,0
1,20250329,1400,22562,16,15,1,0,0
2,20250329,1400,22588,23,14,2,1,0
2,20250329,1400,22589,1,24,0,1,0
2,20250329,1400,22590,33,21,3,1,0
2,20250329,1400,22591,41,6,2,1,0
2,20250329,1400,22592,42,9,1,7,0
2,20250329,1400,22593,2,29,6,0,0
2,20250329,1400,22594,28,11,3,0,1
2,20250329,1400,22595,53,49,2,0,0
1,20250405,1600,22564,44,17,3,1,0
1,20250405,1600,22565,19,7,1,2,0
1,20250405,1600,22567,51,25,1,0,0
1,20250405,1600,22568,18,5,0,1,0
1,20250405,1600,22570,40,47,1,1,0
2,20250405,1600,22598,33,2,3,3,0
2,20250405,1600,22601,49,42,1,3,0
2,20250405,1600,22603,11,53,1,5,0
1,20250406,1600,22569,0,13,0,3,0
2,20250406,1600,22596,29,1,2,6,0
2,20250406,1600,22597,21,6,4,2,0
2,20250406,1600,22599,24,28,3,0,0
2,20250406,1600,22600,9,23,3,2,0
2,20250406,1600,22602,14,41,5,1,0
1,20250407,1900,22566,30,16,2,1,0
1,20250411,1900,22573,17,19,2,3,0
2,20250412,1600,22604,6,14,2,1,0
2,20250412,1600,22605,53,24,1,0,0
2,20250412,1600,22606,2,21,0,0,0
2,20250412,1600,22608,28,29,2,0,0
2,20250412,1600,22610,1,33,1,0,0
2,20250412,1600,22611,23,49,5,0,0
1,20250413,1600,22572,7,0,2,0,0
1,20250413,1600,22574,16,18,0,1,0
1,20250413,1600,22576,47,15,4,3,0
1,20250413,1600,22577,13,40,4,2,0
1,20250413,1600,22578,25,44,2,0,0
1,20250413,1600,22579,5,51,4,1,0
2,20250413,1600,22607,41,9,0,5,0
